%StNo BotDep	TimeJ	T090C	DepSM	PrDM	SeaTurbMtr
08 47	7.532886	7.1636	171.651	173.329	0.663
08 47	7.532887	7.1636	171.664	173.342	0.659
08 47	7.532887	7.1635	171.687	173.366	0.663
08 47	7.532888	7.1632	171.700	173.379	0.670
08 47	7.532888	7.1631	171.736	173.415	0.674
08 47	7.532889	7.1631	171.736	173.415	0.674
08 47	7.532889	7.1634	171.772	173.452	0.670
08 47	7.532890	7.1632	171.785	173.465	0.674
08 47	7.532890	7.1632	171.810	173.490	0.681
08 47	7.532891	7.1632	171.823	173.503	0.678
08 47	7.532891	7.1635	171.846	173.526	0.674
08 47	7.532892	7.1634	171.871	173.551	0.670
08 47	7.532892	7.1636	171.884	173.565	0.667
08 47	7.532893	7.1636	171.907	173.588	0.674
08 47	7.532893	7.1635	171.920	173.601	0.678
08 47	7.532894	7.1634	171.945	173.626	0.689
08 47	7.532894	7.1634	171.969	173.651	0.703
08 47	7.532894	7.1637	171.981	173.663	0.703
08 47	7.532895	7.1634	172.005	173.687	0.692
08 47	7.532895	7.1634	172.019	173.701	0.678
08 47	7.532896	7.1636	172.043	173.726	0.667
08 47	7.532896	7.1637	172.055	173.737	0.663
08 47	7.532897	7.1635	172.079	173.762	0.663
08 47	7.532897	7.1637	172.104	173.787	0.670
08 47	7.532898	7.1636	172.115	173.799	0.700
08 47	7.532898	7.1639	172.140	173.823	0.733
08 47	7.532899	7.1637	172.165	173.848	0.725
08 47	7.532899	7.1636	172.178	173.862	0.703
08 47	7.532900	7.1636	172.203	173.886	0.696
08 47	7.532900	7.1637	172.227	173.911	0.692
08 47	7.532901	7.1638	172.239	173.923	0.681
08 47	7.532901	7.1636	172.252	173.936	0.685
08 47	7.532902	7.1636	172.275	173.959	0.703
08 47	7.532902	7.1634	172.299	173.984	0.703
08 47	7.532903	7.1632	172.313	173.998	0.696
08 47	7.532903	7.1632	172.349	174.034	0.689
08 47	7.532904	7.1634	172.362	174.047	0.678
08 47	7.532904	7.1632	172.373	174.059	0.670
08 47	7.532905	7.1635	172.398	174.084	0.670
08 47	7.532905	7.1634	172.423	174.109	0.678
08 47	7.532906	7.1631	172.447	174.134	0.670
08 47	7.532906	7.1632	172.447	174.134	0.659
08 47	7.532907	7.1634	172.472	174.158	0.656
08 47	7.532907	7.1632	172.508	174.195	0.652
08 47	7.532908	7.1632	172.521	174.208	0.652
08 47	7.532908	7.1631	172.546	174.233	0.652
08 47	7.532908	7.1632	172.557	174.245	0.659
08 47	7.532909	7.1632	172.582	174.270	0.667
08 47	7.532909	7.1632	172.595	174.283	0.678
08 47	7.532910	7.1632	172.631	174.319	0.689
08 47	7.532910	7.1634	172.608	174.296	0.685
08 47	7.532911	7.1636	172.692	174.381	0.681
08 47	7.532911	7.1637	172.680	174.369	0.674
08 47	7.532912	7.1636	172.705	174.394	0.667
08 47	7.532912	7.1635	172.716	174.406	0.674
08 47	7.532913	7.1636	172.741	174.431	0.678
08 47	7.532913	7.1636	172.741	174.431	0.678
08 47	7.532914	7.1636	172.790	174.480	0.681
08 47	7.532914	7.1635	172.790	174.480	0.678
08 47	7.532915	7.1634	172.826	174.517	0.674
08 47	7.532915	7.1636	172.840	174.530	0.670
08 47	7.532916	7.1634	172.864	174.555	0.674
08 47	7.532916	7.1634	172.876	174.567	0.674
08 47	7.532917	7.1632	172.900	174.591	0.674
08 47	7.532917	7.1631	172.925	174.616	0.670
08 47	7.532918	7.1631	172.938	174.630	0.663
08 47	7.532918	7.1630	172.963	174.654	0.663
08 47	7.532919	7.1631	172.974	174.666	0.674
08 47	7.532919	7.1631	173.010	174.703	0.685
08 47	7.532920	7.1632	173.024	174.716	0.696
08 47	7.532920	7.1629	173.035	174.727	0.689
08 47	7.532921	7.1632	173.060	174.752	0.685
08 47	7.532921	7.1631	173.084	174.777	0.681
08 47	7.532921	7.1634	173.109	174.802	0.681
08 47	7.532922	7.1634	173.134	174.827	0.689
08 47	7.532922	7.1634	173.147	174.840	0.696
08 47	7.532923	7.1634	173.158	174.852	0.700
08 47	7.532923	7.1636	173.183	174.877	0.696
08 47	7.532924	7.1635	173.207	174.902	0.685
08 47	7.532924	7.1637	173.232	174.927	0.681
08 47	7.532925	7.1634	173.257	174.951	0.689
08 47	7.532925	7.1632	173.257	174.951	0.703
08 47	7.532926	7.1632	173.281	174.976	0.711
08 47	7.532926	7.1632	173.327	175.023	0.696
08 47	7.532927	7.1631	173.331	175.026	0.685
08 47	7.532927	7.1632	173.367	175.063	0.681
08 47	7.532928	7.1630	173.378	175.074	0.678
08 47	7.532928	7.1631	173.391	175.087	0.685
08 47	7.532929	7.1632	173.416	175.112	0.707
08 47	7.532929	7.1631	173.441	175.137	0.711
08 47	7.532930	7.1630	173.465	175.162	0.703
08 47	7.532930	7.1632	173.490	175.187	0.689
08 47	7.532931	7.1631	173.501	175.199	0.681
08 47	7.532931	7.1627	173.515	175.212	0.681
08 47	7.532932	7.1626	173.562	175.260	0.681
08 47	7.532932	7.1621	173.575	175.273	0.692
08 47	7.532933	7.1623	173.587	175.285	0.700
08 47	7.532933	7.1622	173.611	175.310	0.700
08 47	7.532934	7.1621	173.661	175.359	0.700
08 47	7.532934	7.1621	173.649	175.348	0.711
08 47	7.532935	7.1623	173.685	175.384	0.714
08 47	7.532935	7.1622	173.685	175.384	0.733
08 47	7.532935	7.1624	173.756	175.456	0.733
08 47	7.532936	7.1621	173.746	175.446	0.718
08 47	7.532936	7.1624	173.771	175.471	0.707
08 47	7.532937	7.1624	173.784	175.484	0.703
08 47	7.532937	7.1624	173.820	175.520	0.700
08 47	7.532938	7.1624	173.833	175.534	0.707
08 47	7.532938	7.1623	173.858	175.559	0.718
08 47	7.532939	7.1622	173.894	175.595	0.722
08 47	7.532939	7.1626	173.894	175.595	0.740
08 47	7.532940	7.1624	173.930	175.632	0.751
08 47	7.532940	7.1626	173.943	175.645	0.733
08 47	7.532941	7.1624	173.978	175.680	0.714
08 47	7.532941	7.1623	173.979	175.681	0.703
08 47	7.532942	7.1624	174.017	175.719	0.689
08 47	7.532942	7.1624	174.029	175.731	0.689
08 47	7.532943	7.1624	174.053	175.756	0.696
08 47	7.532943	7.1624	174.078	175.781	0.696
08 47	7.532944	7.1624	174.102	175.806	0.692
08 47	7.532944	7.1626	174.114	175.817	0.692
08 47	7.532945	7.1624	174.163	175.867	0.685
08 47	7.532945	7.1626	174.148	175.852	0.678
08 47	7.532946	7.1624	174.201	175.905	0.678
08 47	7.532946	7.1626	174.201	175.905	0.678
08 47	7.532947	7.1626	174.226	175.930	0.681
08 47	7.532947	7.1626	174.262	175.967	0.689
08 47	7.532948	7.1626	174.262	175.967	0.692
08 47	7.532948	7.1628	174.298	176.003	0.692
08 47	7.532948	7.1622	174.298	176.003	0.703
08 47	7.532949	7.1618	174.345	176.051	0.711
08 47	7.532949	7.1618	174.360	176.066	0.711
08 47	7.532950	7.1617	174.385	176.091	0.703
08 47	7.532950	7.1613	174.385	176.091	0.703
08 47	7.532951	7.1617	174.421	176.128	0.700
08 47	7.532951	7.1621	174.446	176.152	0.700
08 47	7.532952	7.1624	174.446	176.152	0.696
08 47	7.532952	7.1626	174.467	176.174	0.692
08 47	7.532953	7.1623	174.506	176.214	0.689
08 47	7.532953	7.1621	174.506	176.214	0.689
08 47	7.532954	7.1624	174.531	176.239	0.722
08 47	7.532954	7.1622	174.569	176.277	0.747
08 47	7.532955	7.1623	174.569	176.277	0.744
08 47	7.532955	7.1623	174.580	176.289	0.729
08 47	7.532956	7.1621	174.615	176.323	0.722
08 47	7.532956	7.1622	174.630	176.338	0.714
08 47	7.532957	7.1621	174.643	176.352	0.703
08 47	7.532957	7.1623	174.667	176.376	0.692
08 47	7.532958	7.1623	174.690	176.400	0.696
08 47	7.532958	7.1622	174.704	176.413	0.703
08 47	7.532959	7.1621	174.725	176.435	0.714
08 47	7.532959	7.1623	174.740	176.449	0.729
08 47	7.532960	7.1620	174.764	176.474	0.755
08 47	7.532960	7.1622	174.789	176.499	0.773
08 47	7.532961	7.1621	174.789	176.499	0.766
08 47	7.532961	7.1621	174.823	176.534	0.758
08 47	7.532962	7.1621	174.827	176.537	0.747
08 47	7.532962	7.1622	174.863	176.574	0.747
08 47	7.532962	7.1620	174.887	176.599	0.751
08 47	7.532963	7.1623	174.887	176.599	0.744
08 47	7.532963	7.1622	174.912	176.624	0.733
08 47	7.532964	7.1624	174.933	176.645	0.780
08 47	7.532964	7.1621	174.961	176.673	0.905
08 47	7.532965	7.1624	174.973	176.685	0.941
08 47	7.532965	7.1622	174.986	176.698	0.890
08 47	7.532966	7.1626	175.011	176.723	0.821
08 47	7.532966	7.1624	175.032	176.745	0.773
08 47	7.532967	7.1623	175.035	176.748	0.747
08 47	7.532967	7.1624	175.071	176.785	0.740
08 47	7.532968	7.1623	175.096	176.809	0.733
08 47	7.532968	7.1621	175.093	176.806	0.722
08 47	7.532969	7.1623	175.132	176.846	0.711
08 47	7.532969	7.1621	175.145	176.859	0.711
08 47	7.532970	7.1620	175.170	176.884	0.703
08 47	7.532970	7.1620	175.195	176.909	0.703
08 47	7.532971	7.1621	175.203	176.917	0.707
08 47	7.532971	7.1619	175.231	176.946	0.714
08 47	7.532972	7.1620	175.244	176.959	0.722
08 47	7.532972	7.1620	175.267	176.982	0.718
08 47	7.532973	7.1621	175.288	177.004	0.711
08 47	7.532973	7.1621	175.305	177.020	0.714
08 47	7.532974	7.1621	175.341	177.057	0.711
08 47	7.532974	7.1620	175.354	177.070	0.711
08 47	7.532975	7.1621	175.365	177.082	0.711
08 47	7.532975	7.1619	175.387	177.103	0.707
08 47	7.532976	7.1620	175.428	177.145	0.711
08 47	7.532976	7.1618	175.428	177.145	0.714
08 47	7.532976	7.1620	175.464	177.181	0.714
08 47	7.532977	7.1619	175.472	177.189	0.718
08 47	7.532977	7.1617	175.500	177.218	0.725
08 47	7.532978	7.1617	175.525	177.243	0.736
08 47	7.532978	7.1613	175.549	177.267	0.736
08 47	7.532979	7.1610	175.559	177.277	0.729
08 47	7.532979	7.1610	175.587	177.306	0.725
08 47	7.532980	7.1609	175.612	177.330	0.736
08 47	7.532980	7.1610	175.623	177.342	0.736
08 47	7.532981	7.1613	175.656	177.375	0.729
08 47	7.532981	7.1615	175.684	177.403	0.725
08 47	7.532982	7.1615	175.684	177.403	0.722
08 47	7.532982	7.1617	175.730	177.450	0.718
08 47	7.532983	7.1615	175.746	177.467	0.736
08 47	7.532983	7.1618	175.758	177.478	0.755
08 47	7.532984	7.1615	175.783	177.503	0.766
08 47	7.532984	7.1613	175.815	177.536	0.773
08 47	7.532985	7.1613	175.820	177.541	0.762
08 47	7.532985	7.1612	175.845	177.566	0.747
08 47	7.532986	7.1615	175.878	177.599	0.740
08 47	7.532986	7.1613	175.893	177.614	0.740
08 47	7.532987	7.1613	175.917	177.639	0.740
08 47	7.532987	7.1615	175.930	177.652	0.740
08 47	7.532988	7.1618	175.963	177.686	0.740
08 47	7.532988	7.1618	175.967	177.689	0.747
08 47	7.532989	7.1612	176.016	177.739	0.766
08 47	7.532989	7.1617	176.012	177.735	0.777
08 47	7.532989	7.1613	176.040	177.764	0.777
08 47	7.532990	7.1610	176.065	177.788	0.777
08 47	7.532990	7.1609	176.077	177.800	0.791
08 47	7.532991	7.1613	176.109	177.833	0.810
08 47	7.532991	7.1612	176.126	177.850	0.799
08 47	7.532992	7.1613	176.150	177.875	0.773
08 47	7.532992	7.1613	176.172	177.896	0.762
08 47	7.532993	7.1615	176.200	177.924	0.758
08 47	7.532993	7.1615	176.224	177.949	0.762
08 47	7.532994	7.1615	176.233	177.958	0.777
08 47	7.532994	7.1615	176.262	177.988	0.777
08 47	7.532995	7.1615	176.285	178.011	0.777
08 47	7.532995	7.1615	176.293	178.019	0.773
08 47	7.532996	7.1615	176.334	178.061	0.766
08 47	7.532996	7.1613	176.348	178.074	0.758
08 47	7.532997	7.1610	176.367	178.094	0.751
08 47	7.532997	7.1613	176.397	178.124	0.747
08 47	7.532998	7.1610	176.408	178.135	0.744
08 47	7.532998	7.1610	176.441	178.168	0.736
08 47	7.532999	7.1605	176.471	178.198	0.733
08 47	7.532999	7.1605	176.482	178.210	0.729
08 47	7.533000	7.1606	176.490	178.218	0.733
08 47	7.533000	7.1604	176.532	178.260	0.733
08 47	7.533001	7.1600	176.543	178.271	0.740
08 47	7.533001	7.1603	176.564	178.293	0.751
08 47	7.533002	7.1604	176.592	178.321	0.766
08 47	7.533002	7.1602	176.601	178.329	0.762
08 47	7.533003	7.1605	176.617	178.346	0.747
08 47	7.533003	7.1610	176.655	178.384	0.747
08 47	7.533003	7.1613	176.674	178.404	0.747
08 47	7.533004	7.1615	176.679	178.409	0.747
08 47	7.533004	7.1612	176.702	178.432	0.755
08 47	7.533005	7.1613	176.735	178.465	0.755
08 47	7.533005	7.1615	176.752	178.482	0.755
08 47	7.533006	7.1612	176.765	178.495	0.751
08 47	7.533006	7.1612	176.798	178.528	0.744
08 47	7.533007	7.1613	176.826	178.557	0.733
08 47	7.533007	7.1610	176.845	178.577	0.725
08 47	7.533008	7.1610	176.850	178.582	0.747
08 47	7.533008	7.1610	176.875	178.606	0.766
08 47	7.533009	7.1610	176.908	178.640	0.769
08 47	7.533009	7.1612	176.936	178.668	0.769
08 47	7.533010	7.1610	176.944	178.676	0.766
08 47	7.533010	7.1610	176.960	178.693	0.758
08 47	7.533011	7.1608	176.985	178.718	0.755
08 47	7.533011	7.1607	177.018	178.751	0.755
08 47	7.533012	7.1609	177.023	178.756	0.755
08 47	7.533012	7.1610	177.054	178.787	0.758
08 47	7.533013	7.1610	177.072	178.806	0.762
08 47	7.533013	7.1609	177.097	178.831	0.762
08 47	7.533014	7.1607	177.116	178.850	0.766
08 47	7.533014	7.1609	177.133	178.867	0.769
08 47	7.533015	7.1606	177.152	178.887	0.766
08 47	7.533015	7.1605	177.182	178.917	0.769
08 47	7.533016	7.1609	177.194	178.928	0.773
08 47	7.533016	7.1606	177.213	178.948	0.766
08 47	7.533016	7.1607	177.243	178.978	0.751
08 47	7.533017	7.1605	177.238	178.973	0.744
08 47	7.533017	7.1605	177.292	179.028	0.740
08 47	7.533018	7.1605	177.300	179.036	0.740
08 47	7.533018	7.1602	177.305	179.041	0.740
08 47	7.533019	7.1604	177.341	179.078	0.747
08 47	7.533019	7.1602	177.348	179.084	0.744
08 47	7.533020	7.1603	177.391	179.128	0.736
08 47	7.533020	7.1604	177.386	179.123	0.736
08 47	7.533021	7.1605	177.427	179.164	0.736
08 47	7.533021	7.1602	177.446	179.184	0.740
08 47	7.533022	7.1605	177.451	179.189	0.740
08 47	7.533022	7.1604	177.484	179.222	0.736
08 47	7.533023	7.1604	177.489	179.227	0.733
08 47	7.533023	7.1602	177.525	179.264	0.729
08 47	7.533024	7.1598	177.532	179.270	0.729
08 47	7.533024	7.1597	177.561	179.300	0.729
08 47	7.533025	7.1597	177.581	179.320	0.733
08 47	7.533025	7.1596	177.599	179.338	0.740
08 47	7.533026	7.1598	177.630	179.370	0.744
08 47	7.533026	7.1596	177.635	179.375	0.755
08 47	7.533027	7.1597	177.668	179.408	0.758
08 47	7.533027	7.1598	177.673	179.413	0.762
08 47	7.533028	7.1599	177.704	179.445	0.766
08 47	7.533028	7.1600	177.722	179.463	0.766
08 47	7.533029	7.1600	177.741	179.481	0.762
08 47	7.533029	7.1601	177.770	179.511	0.751
08 47	7.533030	7.1604	177.770	179.511	0.744
08 47	7.533030	7.1604	177.803	179.544	0.744
08 47	7.533030	7.1605	177.819	179.561	0.747
08 47	7.533031	7.1605	177.852	179.594	0.755
08 47	7.533031	7.1605	177.857	179.599	0.755
08 47	7.533032	7.1605	177.888	179.630	0.751
08 47	7.533032	7.1604	177.906	179.649	0.751
08 47	7.533033	7.1603	177.925	179.667	0.755
08 47	7.533033	7.1604	177.931	179.674	0.755
08 47	7.533034	7.1600	177.974	179.717	0.744
08 47	7.533034	7.1600	177.967	179.710	0.736
08 47	7.533035	7.1603	178.023	179.766	0.740
08 47	7.533035	7.1602	178.016	179.760	0.751
08 47	7.533036	7.1604	178.048	179.791	0.755
08 47	7.533036	7.1599	178.066	179.810	0.762
08 47	7.533037	7.1600	178.084	179.828	0.766
08 47	7.533037	7.1600	178.115	179.859	0.758
08 47	7.533038	7.1599	178.133	179.878	0.747
08 47	7.533038	7.1600	178.151	179.896	0.744
08 47	7.533039	7.1600	178.171	179.916	0.740
08 47	7.533039	7.1599	178.200	179.946	0.740
08 47	7.533040	7.1602	178.196	179.941	0.740
08 47	7.533040	7.1601	178.237	179.982	0.740
08 47	7.533041	7.1602	178.268	180.014	0.740
08 47	7.533041	7.1599	178.281	180.027	0.747
08 47	7.533042	7.1600	178.299	180.045	0.747
08 47	7.533042	7.1600	178.306	180.052	0.744
08 47	7.533043	7.1597	178.360	180.107	0.740
08 47	7.533043	7.1596	178.355	180.102	0.740
08 47	7.533043	7.1591	178.398	180.145	0.740
08 47	7.533044	7.1589	178.416	180.163	0.740
08 47	7.533044	7.1591	178.421	180.168	0.736
08 47	7.533045	7.1593	178.440	180.188	0.740
08 47	7.533045	7.1591	178.483	180.231	0.747
08 47	7.533046	7.1592	178.490	180.238	0.747
08 47	7.533046	7.1594	178.519	180.268	0.740
08 47	7.533047	7.1593	178.526	180.274	0.740
08 47	7.533047	7.1597	178.564	180.312	0.747
08 47	7.533048	7.1597	178.593	180.342	0.766
08 47	7.533048	7.1596	178.600	180.349	0.788
08 47	7.533049	7.1597	178.642	180.392	0.832
08 47	7.533049	7.1598	178.649	180.399	0.872
08 47	7.533050	7.1600	178.667	180.417	0.886
08 47	7.533050	7.1599	178.698	180.449	0.875
08 47	7.533051	7.1597	178.716	180.467	0.850
08 47	7.533051	7.1600	178.759	180.510	0.817
08 47	7.533052	7.1596	178.759	180.510	0.795
08 47	7.533052	7.1597	178.790	180.542	0.784
08 47	7.533053	7.1593	178.808	180.560	0.777
08 47	7.533053	7.1590	178.840	180.591	0.766
08 47	7.533054	7.1589	178.844	180.596	0.758
08 47	7.533054	7.1586	178.894	180.646	0.755
08 47	7.533055	7.1586	178.900	180.653	0.751
08 47	7.533055	7.1586	178.918	180.671	0.762
08 47	7.533056	7.1589	178.950	180.702	0.769
08 47	7.533056	7.1589	178.968	180.721	0.773
08 47	7.533057	7.1593	178.986	180.739	0.777
08 47	7.533057	7.1590	179.028	180.782	0.773
08 47	7.533057	7.1591	179.042	180.795	0.777
08 47	7.533058	7.1591	179.048	180.802	0.769
08 47	7.533058	7.1592	179.078	180.832	0.769
08 47	7.533059	7.1589	179.102	180.857	0.766
08 47	7.533059	7.1591	179.120	180.875	0.766
08 47	7.533060	7.1593	179.140	180.895	0.769
08 47	7.533060	7.1593	179.183	180.938	0.780
08 47	7.533061	7.1593	179.176	180.932	0.784
08 47	7.533061	7.1593	179.212	180.968	0.780
08 47	7.533062	7.1593	179.232	180.988	0.773
08 47	7.533062	7.1592	179.237	180.993	0.769
08 47	7.533063	7.1593	179.281	181.038	0.766
08 47	7.533063	7.1593	179.300	181.056	0.762
08 47	7.533064	7.1591	179.324	181.081	0.762
08 47	7.533064	7.1592	179.342	181.099	0.780
08 47	7.533065	7.1591	179.349	181.106	0.810
08 47	7.533065	7.1591	179.396	181.154	0.824
08 47	7.533066	7.1593	179.416	181.174	0.824
08 47	7.533066	7.1593	179.421	181.179	0.824
08 47	7.533067	7.1591	179.459	181.217	0.817
08 47	7.533067	7.1591	179.477	181.235	0.813
08 47	7.533068	7.1593	179.484	181.242	0.832
08 47	7.533068	7.1593	179.526	181.285	0.853
08 47	7.533069	7.1593	179.533	181.292	0.850
08 47	7.533069	7.1593	179.569	181.328	0.853
08 47	7.533070	7.1592	179.576	181.335	0.850
08 47	7.533070	7.1589	179.605	181.365	0.824
08 47	7.533071	7.1588	179.618	181.378	0.802
08 47	7.533071	7.1588	179.650	181.410	0.788
08 47	7.533071	7.1584	179.654	181.415	0.780
08 47	7.533072	7.1582	179.692	181.453	0.773
08 47	7.533072	7.1583	179.699	181.459	0.773
08 47	7.533073	7.1583	179.728	181.489	0.769
08 47	7.533073	7.1584	179.753	181.514	0.758
08 47	7.533074	7.1588	179.773	181.534	0.751
08 47	7.533074	7.1589	179.789	181.551	0.755
08 47	7.533075	7.1589	179.827	181.589	0.762
08 47	7.533075	7.1588	179.820	181.582	0.769
08 47	7.533076	7.1588	179.863	181.625	0.773
08 47	7.533076	7.1586	179.888	181.650	0.773
08 47	7.533077	7.1587	179.883	181.645	0.766
08 47	7.533077	7.1586	179.926	181.688	0.758
08 47	7.533078	7.1586	179.937	181.700	0.758
08 47	7.533078	7.1588	179.950	181.713	0.762
08 47	7.533079	7.1586	179.993	181.756	0.766
08 47	7.533079	7.1586	179.986	181.750	0.777
08 47	7.533080	7.1585	180.022	181.786	0.784
08 47	7.533080	7.1586	180.042	181.806	0.780
08 47	7.533081	7.1582	180.060	181.825	0.773
08 47	7.533081	7.1583	180.085	181.849	0.777
08 47	7.533082	7.1583	180.103	181.868	0.784
08 47	7.533082	7.1584	180.121	181.886	0.795
08 47	7.533083	7.1583	180.146	181.911	0.795
08 47	7.533083	7.1583	180.170	181.936	0.780
08 47	7.533084	7.1578	180.177	181.942	0.773
08 47	7.533084	7.1581	180.195	181.961	0.766
08 47	7.533084	7.1582	180.231	181.997	0.762
08 47	7.533085	7.1582	180.239	182.005	0.762
08 47	7.533085	7.1578	180.280	182.047	0.762
08 47	7.533086	7.1584	180.280	182.047	0.758
08 47	7.533086	7.1580	180.305	182.072	0.762
08 47	7.533087	7.1582	180.325	182.092	0.769
08 47	7.533087	7.1582	180.343	182.110	0.773
08 47	7.533088	7.1582	180.379	182.147	0.780
08 47	7.533088	7.1582	180.391	182.158	0.795
08 47	7.533089	7.1582	180.399	182.166	0.806
08 47	7.533089	7.1582	180.440	182.208	0.806
08 47	7.533090	7.1583	180.453	182.221	0.795
08 47	7.533090	7.1582	180.464	182.233	0.795
08 47	7.533091	7.1583	180.509	182.278	0.791
08 47	7.533091	7.1582	180.502	182.271	0.784
08 47	7.533092	7.1585	180.538	182.308	0.777
08 47	7.533092	7.1582	180.552	182.321	0.769
08 47	7.533093	7.1580	180.570	182.339	0.766
08 47	7.533093	7.1582	180.599	182.369	0.769
08 47	7.533094	7.1582	180.624	182.394	0.769
08 47	7.533094	7.1582	180.612	182.382	0.762
08 47	7.533095	7.1582	180.657	182.427	0.758
08 47	7.533095	7.1581	180.673	182.444	0.762
08 47	7.533096	7.1583	180.686	182.457	0.766
08 47	7.533096	7.1583	180.722	182.493	0.762
08 47	7.533097	7.1582	180.731	182.502	0.766
08 47	7.533097	7.1583	180.759	182.530	0.769
08 47	7.533098	7.1585	180.772	182.543	0.777
08 47	7.533098	7.1585	180.796	182.568	0.780
08 47	7.533098	7.1582	180.803	182.575	0.788
08 47	7.533099	7.1583	180.833	182.605	0.795
08 47	7.533099	7.1582	180.857	182.630	0.799
08 47	7.533100	7.1583	180.895	182.668	0.799
08 47	7.533100	7.1582	180.895	182.668	0.806
08 47	7.533101	7.1582	180.915	182.688	0.795
08 47	7.533101	7.1583	180.944	182.718	0.780
08 47	7.533102	7.1580	180.967	182.741	0.773
08 47	7.533102	7.1579	180.980	182.754	0.769
08 47	7.533103	7.1580	181.005	182.779	0.777
08 47	7.533103	7.1578	181.025	182.799	0.773
08 47	7.533104	7.1576	181.041	182.815	0.766
08 47	7.533104	7.1574	181.066	182.840	0.762
08 47	7.533105	7.1571	181.090	182.865	0.762
08 47	7.533105	7.1571	181.104	182.879	0.769
08 47	7.533106	7.1571	181.135	182.910	0.784
08 47	7.533106	7.1577	181.140	182.915	0.791
08 47	7.533107	7.1577	181.164	182.940	0.791
08 47	7.533107	7.1575	181.201	182.977	0.788
08 47	7.533108	7.1576	181.214	182.990	0.791
08 47	7.533108	7.1577	181.233	183.010	0.788
08 47	7.533109	7.1578	181.263	183.040	0.788
08 47	7.533109	7.1578	181.275	183.051	0.784
08 47	7.533110	7.1580	181.288	183.065	0.780
