DepSM	T090C	Sal00	Sigma-t00	FlSP	WetStar	SeaTurbMtr	SvCM	Sbeox0PS	Sbeox0ML/L	TimeJ
0.498	2.4057	28.9503	23.1017	2.5641e-01	0.1273	0.011	1451.97	74.370	5.8400	44.501470
0.509	2.4055	28.9487	23.1004	2.4420e-01	0.1273	0.007	1451.96	74.370	5.8401	44.501470
0.522	2.4054	28.9490	23.1007	2.4420e-01	0.1273	0.011	1451.96	74.306	5.8351	44.501471
0.533	2.4055	28.9509	23.1022	2.4420e-01	0.1273	0.011	1451.97	74.297	5.8343	44.501471
0.546	2.4052	28.9506	23.1020	2.4420e-01	0.1273	0.007	1451.97	74.289	5.8337	44.501472
0.546	2.4055	28.9530	23.1039	2.5641e-01	0.1285	0.007	1451.97	74.281	5.8330	44.501472
0.569	2.4054	28.9572	23.1072	2.5641e-01	0.1273	0.007	1451.98	74.273	5.8322	44.501473
0.582	2.4057	28.9548	23.1053	2.6862e-01	0.1273	0.011	1451.97	74.266	5.8317	44.501473
0.593	2.4055	28.9584	23.1082	2.6862e-01	0.1273	0.011	1451.98	74.195	5.8260	44.501474
0.629	2.4057	28.9595	23.1090	2.5641e-01	0.1273	0.011	1451.98	74.180	5.8247	44.501474
0.642	2.4055	28.9550	23.1055	2.5641e-01	0.1273	0.007	1451.98	74.165	5.8238	44.501475
0.664	2.4057	28.9570	23.1070	2.5641e-01	0.1273	0.011	1451.98	74.151	5.8226	44.501475
0.677	2.4058	28.9575	23.1074	2.5641e-01	0.1273	0.011	1451.98	74.138	5.8215	44.501476
0.702	2.4058	28.9557	23.1060	2.5641e-01	0.1273	0.011	1451.98	74.126	5.8206	44.501476
0.713	2.4058	28.9531	23.1039	2.5641e-01	0.1273	0.011	1451.98	74.114	5.8198	44.501477
0.737	2.4058	28.9470	23.0991	2.5641e-01	0.1273	0.011	1451.97	74.040	5.8142	44.501477
0.760	2.4058	28.9369	23.0910	2.6862e-01	0.1285	0.011	1451.96	74.021	5.8131	44.501478
0.760	2.4058	28.9334	23.0882	2.6862e-01	0.1285	0.015	1451.95	74.003	5.8119	44.501478
0.784	2.4060	28.9324	23.0874	2.6862e-01	0.1273	0.011	1451.95	73.986	5.8106	44.501479
0.796	2.4057	28.9334	23.0882	2.6862e-01	0.1273	0.011	1451.95	73.971	5.8094	44.501479
0.820	2.4060	28.9363	23.0905	2.5641e-01	0.1285	0.011	1451.96	73.957	5.8081	44.501480
0.831	2.4057	28.9363	23.0905	2.4420e-01	0.1273	0.007	1451.95	73.944	5.8071	44.501480
