DepSM	T090C	Sal00	Sigma-t00	FlSP	WetStar	SeaTurbMtr	SvCM	Sbeox0PS	Sbeox0ML/L	TimeJ
0.443	1.5460	21.6988	17.3479	3.0525e-01	0.1261	0.011	1438.63	80.330	6.7788	43.617454
0.432	1.5458	21.6991	17.3481	3.0525e-01	0.1273	0.011	1438.63	80.266	6.7733	43.617454
0.456	1.5446	21.6998	17.3487	3.1746e-01	0.1261	0.011	1438.63	80.192	6.7673	43.617455
0.445	1.5420	21.7015	17.3502	3.1746e-01	0.1261	0.011	1438.62	80.175	6.7662	43.617455
0.443	1.5412	21.7023	17.3508	3.1746e-01	0.1273	0.007	1438.61	80.093	6.7594	43.617456
0.445	1.5412	21.7026	17.3511	3.1746e-01	0.1261	0.007	1438.61	80.002	6.7517	43.617456
0.445	1.5421	21.7020	17.3506	3.4188e-01	0.1261	0.011	1438.62	79.903	6.7433	43.617457
0.445	1.5423	21.7023	17.3508	3.6630e-01	0.1273	0.011	1438.62	79.861	6.7397	43.617457
0.432	1.5427	21.7017	17.3503	3.7851e-01	0.1261	0.011	1438.62	79.757	6.7308	43.617458
0.468	1.5431	21.7003	17.3492	3.6630e-01	0.1261	0.007	1438.62	79.645	6.7214	43.617458
0.432	1.5438	21.6999	17.3489	3.4188e-01	0.1273	0.011	1438.62	79.526	6.7112	43.617459
0.432	1.5438	21.6998	17.3488	3.2967e-01	0.1261	0.011	1438.62	79.401	6.7007	43.617459
0.456	1.5434	21.6995	17.3485	3.2967e-01	0.1261	0.007	1438.62	79.270	6.6897	43.617459
0.430	1.5424	21.6992	17.3483	3.1746e-01	0.1273	0.011	1438.61	79.134	6.6784	43.617460
0.445	1.5416	21.6997	17.3487	3.0525e-01	0.1261	0.011	1438.61	79.056	6.6720	43.617460
0.432	1.5404	21.7000	17.3491	3.1746e-01	0.1273	0.007	1438.61	78.854	6.6551	43.617461
0.456	1.5399	21.6996	17.3487	3.1746e-01	0.1261	0.011	1438.60	78.768	6.6479	43.617461
0.430	1.5399	21.7001	17.3492	3.1746e-01	0.1273	0.007	1438.60	78.621	6.6355	43.617462
0.468	1.5408	21.6987	17.3479	3.0525e-01	0.1273	0.011	1438.61	78.470	6.6227	43.617462
0.445	1.5421	21.6973	17.3468	3.0525e-01	0.1261	0.011	1438.61	78.380	6.6149	43.617463
0.445	1.5432	21.6967	17.3463	3.0525e-01	0.1261	0.011	1438.61	78.167	6.5968	43.617463
0.445	1.5436	21.6962	17.3459	3.0525e-01	0.1261	0.007	1438.62	78.006	6.5832	43.617464
0.443	1.5436	21.6958	17.3456	3.0525e-01	0.1273	0.007	1438.62	77.843	6.5694	43.617464
0.456	1.5434	21.6958	17.3456	3.0525e-01	0.1273	0.011	1438.61	77.743	6.5610	43.617465
0.445	1.5434	21.6952	17.3451	3.1746e-01	0.1261	0.007	1438.61	77.585	6.5477	43.617465
0.445	1.5432	21.6948	17.3448	3.4188e-01	0.1261	0.007	1438.61	77.426	6.5343	43.617466
0.443	1.5435	21.6941	17.3442	3.7851e-01	0.1273	0.011	1438.61	77.265	6.5208	43.617466
