%StNo BotDep	DepSM	Potemp090C	Sal00	Sigma-t00	FlSP	WetStar	SeaTurbMtr	SvCM	Sbeox0PS	Sbeox0ML/L	TimeJ
08 47	-0.024	4.9652	27.9454	22.0910	2.6862e-01	0.4373	0.597	1461.61	74.197	5.5064	7.528766
08 47	-0.022	4.9651	27.9467	22.0921	2.6862e-01	0.4373	0.597	1461.61	74.211	5.5075	7.528767
08 47	0.002	4.9651	27.9434	22.0895	2.6862e-01	0.4337	0.597	1461.61	74.170	5.5045	7.528767
08 47	-0.024	4.9653	27.9425	22.0887	2.6862e-01	0.4324	0.601	1461.61	74.180	5.5053	7.528768
08 47	-0.009	4.9656	27.9454	22.0910	2.5641e-01	0.4349	0.608	1461.61	74.135	5.5018	7.528768
08 47	-0.022	4.9663	27.9429	22.0890	2.9304e-01	0.4349	0.615	1461.61	74.143	5.5024	7.528769
08 47	-0.009	4.9670	27.9457	22.0910	2.9304e-01	0.4337	0.619	1461.62	74.157	5.5032	7.528769
08 47	-0.011	4.9676	27.9485	22.0933	2.8083e-01	0.4324	0.615	1461.62	74.106	5.4993	7.528770
08 47	-0.009	4.9681	27.9466	22.0916	2.6862e-01	0.4337	0.615	1461.62	74.116	5.5001	7.528770
08 47	-0.009	4.9681	27.9489	22.0935	2.6862e-01	0.4361	0.615	1461.63	74.062	5.4959	7.528771
08 47	-0.009	4.9680	27.9482	22.0929	2.6862e-01	0.4349	0.619	1461.62	74.068	5.4965	7.528771
08 47	-0.011	4.9678	27.9461	22.0913	2.5641e-01	0.4337	0.626	1461.62	74.073	5.4969	7.528772
08 47	-0.009	4.9673	27.9468	22.0919	2.6862e-01	0.4312	0.626	1461.62	74.021	5.4931	7.528772
08 47	-0.022	4.9668	27.9403	22.0868	2.6862e-01	0.4251	0.619	1461.61	74.021	5.4934	7.528773
08 47	-0.035	4.9667	27.9375	22.0846	2.6862e-01	0.4215	0.612	1461.60	73.965	5.4894	7.528773
08 47	0.014	4.9664	27.9361	22.0835	2.6862e-01	0.4178	0.604	1461.60	73.970	5.4898	7.528774
08 47	0.002	4.9683	27.9303	22.0787	2.6862e-01	0.4154	0.608	1461.60	73.910	5.4853	7.528774
08 47	-0.009	4.9706	27.9295	22.0779	2.6862e-01	0.4141	0.608	1461.61	73.911	5.4851	7.528775
08 47	-0.011	4.9726	27.9281	22.0766	2.6862e-01	0.4154	0.612	1461.62	73.847	5.4802	7.528775
08 47	-0.022	4.9752	27.9231	22.0724	2.6862e-01	0.4154	0.615	1461.62	73.835	5.4791	7.528776
08 47	-0.009	4.9761	27.9243	22.0733	2.6862e-01	0.4141	0.623	1461.63	73.768	5.4739	7.528776
08 47	0.002	4.9777	27.9220	22.0713	2.6862e-01	0.4141	0.623	1461.63	73.761	5.4733	7.528777
08 47	-0.011	4.9785	27.9191	22.0689	2.6862e-01	0.4154	0.623	1461.63	73.698	5.4686	7.528777
08 47	-0.009	4.9789	27.9215	22.0708	2.6862e-01	0.4178	0.619	1461.64	73.687	5.4677	7.528777
08 47	0.002	4.9794	27.9191	22.0688	2.6862e-01	0.4178	0.615	1461.63	73.621	5.4628	7.528778
08 47	-0.009	4.9796	27.9178	22.0677	2.6862e-01	0.4190	0.615	1461.63	73.616	5.4625	7.528778
08 47	0.001	4.9796	27.9201	22.0696	2.6862e-01	0.4202	0.619	1461.64	73.547	5.4572	7.528779
08 47	-0.009	4.9797	27.9185	22.0683	2.6862e-01	0.4215	0.619	1461.63	73.538	5.4566	7.528779
08 47	-0.009	4.9793	27.9210	22.0703	2.6862e-01	0.4227	0.615	1461.64	73.466	5.4512	7.528780
08 47	0.001	4.9791	27.9247	22.0733	2.6862e-01	0.4202	0.615	1461.64	73.454	5.4503	7.528780
08 47	0.002	4.9789	27.9256	22.0740	2.5641e-01	0.4227	0.612	1461.64	73.387	5.4453	7.528781
08 47	0.002	4.9788	27.9282	22.0760	2.6862e-01	0.4215	0.608	1461.64	73.373	5.4442	7.528781
08 47	0.002	4.9783	27.9306	22.0781	2.6862e-01	0.4202	0.608	1461.64	73.304	5.4390	7.528782
08 47	0.001	4.9780	27.9306	22.0780	2.6862e-01	0.4227	0.608	1461.64	73.224	5.4331	7.528782
08 47	0.002	4.9777	27.9327	22.0797	2.6862e-01	0.4239	0.604	1461.64	73.207	5.4318	7.528783
08 47	0.002	4.9773	27.9326	22.0797	2.6862e-01	0.4227	0.608	1461.64	73.196	5.4311	7.528783
08 47	-0.009	4.9769	27.9304	22.0780	2.6862e-01	0.4227	0.604	1461.64	73.121	5.4256	7.528784
08 47	0.001	4.9761	27.9319	22.0793	2.6862e-01	0.4227	0.604	1461.64	73.046	5.4201	7.528784
08 47	0.002	4.9756	27.9290	22.0770	2.8083e-01	0.4251	0.601	1461.63	73.032	5.4192	7.528785
08 47	0.002	4.9750	27.9273	22.0758	3.0525e-01	0.4251	0.601	1461.63	72.963	5.4143	7.528785
08 47	-0.024	4.9750	27.9271	22.0756	3.4188e-01	0.4251	0.601	1461.63	72.948	5.4132	7.528786
08 47	0.014	4.9752	27.9239	22.0730	3.2967e-01	0.4239	0.601	1461.62	72.941	5.4127	7.528786
08 47	-0.009	4.9755	27.9222	22.0716	3.0525e-01	0.4251	0.604	1461.62	72.869	5.4074	7.528787
08 47	0.002	4.9761	27.9190	22.0690	2.9304e-01	0.4239	0.604	1461.62	72.798	5.4022	7.528787
08 47	-0.011	4.9767	27.9144	22.0654	2.8083e-01	0.4263	0.604	1461.62	72.788	5.4015	7.528788
08 47	0.002	4.9778	27.9135	22.0645	2.8083e-01	0.4263	0.604	1461.62	72.778	5.4006	7.528788
08 47	-0.022	4.9781	27.9116	22.0630	2.8083e-01	0.4251	0.608	1461.62	72.712	5.3958	7.528789
08 47	0.002	4.9788	27.9099	22.0616	2.8083e-01	0.4239	0.608	1461.62	72.638	5.3903	7.528789
08 47	-0.011	4.9796	27.9120	22.0632	2.6862e-01	0.4263	0.615	1461.63	72.563	5.3846	7.528790
08 47	-0.009	4.9813	27.9091	22.0607	2.5641e-01	0.4263	0.619	1461.63	72.614	5.3882	7.528790
08 47	-0.022	4.9829	27.9085	22.0601	2.6862e-01	0.4276	0.630	1461.63	72.555	5.3836	7.528791
08 47	-0.009	4.9837	27.9119	22.0627	2.6862e-01	0.4300	0.630	1461.64	72.551	5.3831	7.528791
08 47	-0.011	4.9838	27.9127	22.0633	2.5641e-01	0.4312	0.626	1461.64	72.554	5.3833	7.528791
08 47	-0.022	4.9846	27.9151	22.0651	2.5641e-01	0.4300	0.623	1461.65	72.494	5.3787	7.528792
08 47	-0.009	4.9852	27.9173	22.0668	2.5641e-01	0.4300	0.626	1461.66	72.497	5.3787	7.528792
08 47	-0.011	4.9864	27.9166	22.0661	2.5641e-01	0.4300	0.634	1461.66	72.444	5.3747	7.528793
08 47	-0.009	4.9868	27.9192	22.0681	2.5641e-01	0.4300	0.630	1461.67	72.446	5.3746	7.528793
08 47	-0.022	4.9859	27.9216	22.0702	2.5641e-01	0.4276	0.630	1461.66	72.393	5.3707	7.528794
08 47	-0.009	4.9844	27.9237	22.0719	2.6862e-01	0.4288	0.626	1461.66	72.394	5.3709	7.528794
08 47	-0.011	4.9833	27.9269	22.0746	2.6862e-01	0.4263	0.623	1461.66	72.403	5.3716	7.528795
08 47	-0.009	4.9818	27.9259	22.0740	2.6862e-01	0.4251	0.623	1461.65	72.357	5.3685	7.528795
08 47	-0.009	4.9810	27.9254	22.0737	2.8083e-01	0.4251	0.626	1461.65	72.366	5.3692	7.528796
08 47	-0.022	4.9801	27.9263	22.0745	2.8083e-01	0.4263	0.626	1461.65	72.382	5.3705	7.528796
08 47	-0.011	4.9791	27.9235	22.0724	2.8083e-01	0.4263	0.630	1461.64	72.335	5.3672	7.528797
08 47	-0.009	4.9789	27.9239	22.0727	2.9304e-01	0.4276	0.626	1461.64	72.350	5.3684	7.528797
08 47	-0.009	4.9788	27.9249	22.0735	3.1746e-01	0.4276	0.626	1461.64	72.301	5.3648	7.528798
08 47	-0.024	4.9788	27.9242	22.0729	3.2967e-01	0.4288	0.623	1461.64	72.315	5.3658	7.528798
08 47	-0.022	4.9789	27.9274	22.0754	3.0525e-01	0.4300	0.619	1461.64	72.329	5.3667	7.528799
08 47	-0.009	4.9785	27.9309	22.0782	3.1746e-01	0.4300	0.615	1461.65	72.287	5.3635	7.528799
08 47	-0.022	4.9786	27.9321	22.0792	3.5409e-01	0.4312	0.615	1461.65	72.299	5.3644	7.528800
08 47	-0.024	4.9788	27.9351	22.0815	3.6630e-01	0.4312	0.619	1461.65	72.319	5.3657	7.528800
08 47	-0.022	4.9785	27.9374	22.0834	3.4188e-01	0.4300	0.615	1461.65	72.275	5.3624	7.528801
08 47	-0.022	4.9785	27.9394	22.0850	3.0525e-01	0.4312	0.615	1461.66	72.230	5.3590	7.528801
08 47	-0.022	4.9780	27.9418	22.0869	2.9304e-01	0.4300	0.612	1461.66	72.239	5.3596	7.528802
08 47	-0.035	4.9774	27.9417	22.0869	2.8083e-01	0.4288	0.608	1461.65	72.255	5.3609	7.528802
08 47	-0.022	4.9766	27.9434	22.0883	2.8083e-01	0.4288	0.608	1461.65	72.208	5.3575	7.528803
08 47	-0.022	4.9756	27.9443	22.0892	2.8083e-01	0.4276	0.608	1461.65	72.223	5.3586	7.528803
08 47	-0.024	4.9752	27.9421	22.0875	2.6862e-01	0.4300	0.612	1461.65	72.174	5.3552	7.528804
08 47	-0.033	4.9745	27.9450	22.0898	2.8083e-01	0.4276	0.612	1461.65	72.187	5.3561	7.528804
08 47	-0.022	4.9741	27.9424	22.0878	2.6862e-01	0.4251	0.612	1461.64	72.137	5.3525	7.528804
08 47	-0.022	4.9734	27.9404	22.0862	2.6862e-01	0.4227	0.612	1461.64	72.148	5.3535	7.528805
08 47	-0.035	4.9734	27.9414	22.0870	2.5641e-01	0.4251	0.612	1461.64	72.158	5.3542	7.528805
08 47	-0.022	4.9731	27.9397	22.0858	2.5641e-01	0.4239	0.612	1461.63	72.167	5.3550	7.528806
08 47	-0.022	4.9726	27.9394	22.0855	2.5641e-01	0.4263	0.612	1461.63	72.120	5.3516	7.528806
08 47	-0.022	4.9730	27.9405	22.0863	2.5641e-01	0.4276	0.612	1461.63	72.135	5.3526	7.528807
08 47	-0.024	4.9736	27.9386	22.0848	2.5641e-01	0.4263	0.608	1461.63	72.086	5.3489	7.528807
08 47	-0.022	4.9752	27.9379	22.0841	2.5641e-01	0.4263	0.608	1461.64	72.027	5.3444	7.528808
08 47	-0.009	4.9767	27.9375	22.0837	2.5641e-01	0.4300	0.612	1461.65	72.029	5.3444	7.528808
08 47	-0.046	4.9793	27.9345	22.0810	2.5641e-01	0.4288	0.612	1461.65	72.030	5.3442	7.528809
08 47	0.027	4.9818	27.9340	22.0804	2.5641e-01	0.4312	0.612	1461.66	71.976	5.3399	7.528809
08 47	-0.022	4.9838	27.9331	22.0795	2.6862e-01	0.4324	0.612	1461.67	71.983	5.3402	7.528810
08 47	-0.022	4.9854	27.9333	22.0794	2.6862e-01	0.4300	0.612	1461.68	71.926	5.3358	7.528810
08 47	0.012	4.9863	27.9367	22.0820	2.6862e-01	0.4300	0.612	1461.69	71.923	5.3353	7.528811
08 47	-0.009	4.9868	27.9358	22.0813	2.6862e-01	0.4276	0.612	1461.69	71.863	5.3308	7.528811
08 47	-0.009	4.9867	27.9377	22.0828	2.5641e-01	0.4300	0.615	1461.69	71.865	5.3309	7.528812
08 47	0.002	4.9857	27.9380	22.0831	2.6862e-01	0.4300	0.615	1461.68	71.866	5.3311	7.528812
08 47	0.001	4.9854	27.9334	22.0795	2.6862e-01	0.4300	0.612	1461.68	71.802	5.3266	7.528813
08 47	0.002	4.9841	27.9339	22.0800	2.6862e-01	0.4300	0.608	1461.67	71.791	5.3259	7.528813
08 47	-0.009	4.9830	27.9322	22.0788	2.6862e-01	0.4300	0.608	1461.67	71.733	5.3218	7.528814
08 47	0.002	4.9827	27.9306	22.0776	2.6862e-01	0.4288	0.612	1461.66	71.727	5.3215	7.528814
08 47	-0.011	4.9832	27.9321	22.0787	2.8083e-01	0.4300	0.615	1461.67	71.729	5.3214	7.528815
08 47	-0.009	4.9848	27.9294	22.0764	2.8083e-01	0.4324	0.619	1461.67	71.674	5.3173	7.528815
08 47	0.002	4.9883	27.9265	22.0738	2.8083e-01	0.4337	0.623	1461.68	71.610	5.3122	7.528816
08 47	0.001	4.9910	27.9250	22.0723	2.8083e-01	0.4337	0.619	1461.69	71.607	5.3117	7.528816
08 47	-0.022	4.9939	27.9198	22.0679	2.6862e-01	0.4324	0.619	1461.69	71.603	5.3112	7.528817
08 47	0.002	4.9959	27.9196	22.0676	2.8083e-01	0.4312	0.615	1461.70	71.544	5.3065	7.528817
08 47	-0.009	4.9973	27.9193	22.0672	2.6862e-01	0.4312	0.615	1461.71	71.474	5.3012	7.528818
08 47	0.001	4.9989	27.9162	22.0646	2.6862e-01	0.4324	0.615	1461.71	71.467	5.3006	7.528818
08 47	-0.009	5.0000	27.9190	22.0667	2.8083e-01	0.4288	0.619	1461.72	71.404	5.2957	7.528818
08 47	-0.022	5.0014	27.9194	22.0669	2.8083e-01	0.4300	0.623	1461.73	71.394	5.2947	7.528819
08 47	-0.009	5.0021	27.9192	22.0667	2.8083e-01	0.4300	0.626	1461.73	71.392	5.2945	7.528819
08 47	-0.011	5.0017	27.9235	22.0701	2.8083e-01	0.4337	0.626	1461.73	71.334	5.2901	7.528820
08 47	-0.009	5.0010	27.9251	22.0715	2.8083e-01	0.4324	0.623	1461.73	71.330	5.2898	7.528820
08 47	-0.022	5.0005	27.9270	22.0730	2.9304e-01	0.4324	0.626	1461.73	71.270	5.2854	7.528821
08 47	-0.024	4.9987	27.9286	22.0744	3.0525e-01	0.4312	0.626	1461.73	71.263	5.2850	7.528821
08 47	-0.009	4.9959	27.9274	22.0738	3.2967e-01	0.4276	0.626	1461.71	71.202	5.2809	7.528822
08 47	-0.022	4.9936	27.9297	22.0758	3.1746e-01	0.4276	0.630	1461.71	71.202	5.2811	7.528822
08 47	-0.009	4.9917	27.9299	22.0762	3.0525e-01	0.4300	0.630	1461.70	71.138	5.2766	7.528823
08 47	-0.011	4.9904	27.9265	22.0736	2.9304e-01	0.4312	0.634	1461.69	71.199	5.2814	7.528823
08 47	-0.022	4.9895	27.9255	22.0729	2.8083e-01	0.4312	0.634	1461.68	71.150	5.2780	7.528824
08 47	-0.022	4.9907	27.9202	22.0686	2.8083e-01	0.4312	0.630	1461.68	71.092	5.2737	7.528824
08 47	-0.022	4.9929	27.9160	22.0650	2.6862e-01	0.4312	0.626	1461.69	71.087	5.2732	7.528825
08 47	-0.011	4.9947	27.9154	22.0644	2.6862e-01	0.4324	0.626	1461.69	71.027	5.2685	7.528825
08 47	-0.022	4.9958	27.9125	22.0620	2.6862e-01	0.4324	0.619	1461.69	71.028	5.2686	7.528826
08 47	-0.022	4.9965	27.9128	22.0622	2.6862e-01	0.4324	0.619	1461.70	70.966	5.2639	7.528826
08 47	-0.022	4.9969	27.9132	22.0624	2.6862e-01	0.4312	0.615	1461.70	70.966	5.2638	7.528827
08 47	-0.011	4.9975	27.9101	22.0599	2.6862e-01	0.4312	0.615	1461.70	70.965	5.2638	7.528827
08 47	-0.022	4.9976	27.9125	22.0618	2.6862e-01	0.4324	0.615	1461.70	70.909	5.2595	7.528828
08 47	-0.022	4.9978	27.9132	22.0623	2.6862e-01	0.4300	0.615	1461.70	70.906	5.2592	7.528828
08 47	-0.024	4.9976	27.9120	22.0614	2.6862e-01	0.4300	0.608	1461.70	70.910	5.2596	7.528829
08 47	-0.009	4.9975	27.9156	22.0643	2.6862e-01	0.4312	0.608	1461.70	70.859	5.2557	7.528829
08 47	-0.022	4.9980	27.9162	22.0647	2.6862e-01	0.4288	0.604	1461.71	70.869	5.2564	7.528830
08 47	-0.022	4.9980	27.9174	22.0657	2.6862e-01	0.4300	0.604	1461.71	70.816	5.2524	7.528830
08 47	-0.011	4.9978	27.9213	22.0688	2.6862e-01	0.4312	0.604	1461.71	70.825	5.2529	7.528831
08 47	-0.022	4.9976	27.9221	22.0694	2.6862e-01	0.4276	0.604	1461.71	70.833	5.2535	7.528831
08 47	-0.022	4.9975	27.9238	22.0708	2.6862e-01	0.4276	0.604	1461.72	70.840	5.2540	7.528832
08 47	-0.022	4.9973	27.9254	22.0721	2.6862e-01	0.4263	0.608	1461.72	70.790	5.2503	7.528832
08 47	-0.024	4.9976	27.9248	22.0715	2.6862e-01	0.4288	0.608	1461.72	70.803	5.2512	7.528832
08 47	-0.009	4.9969	27.9281	22.0742	2.6862e-01	0.4312	0.608	1461.72	70.814	5.2520	7.528833
08 47	-0.022	4.9959	27.9290	22.0750	2.6862e-01	0.4276	0.612	1461.72	70.769	5.2487	7.528833
08 47	-0.024	4.9950	27.9294	22.0755	2.6862e-01	0.4239	0.612	1461.71	70.777	5.2495	7.528834
08 47	-0.009	4.9942	27.9324	22.0779	2.6862e-01	0.4227	0.612	1461.71	70.730	5.2459	7.528834
08 47	-0.022	4.9928	27.9334	22.0788	2.8083e-01	0.4227	0.615	1461.71	70.735	5.2465	7.528835
08 47	-0.009	4.9923	27.9333	22.0788	2.6862e-01	0.4239	0.619	1461.71	70.748	5.2475	7.528835
08 47	-0.011	4.9915	27.9338	22.0793	2.6862e-01	0.4263	0.619	1461.70	70.767	5.2490	7.528836
08 47	-0.022	4.9906	27.9307	22.0769	2.8083e-01	0.4263	0.623	1461.70	70.784	5.2505	7.528836
08 47	-0.009	4.9903	27.9299	22.0763	2.6862e-01	0.4276	0.623	1461.69	70.746	5.2477	7.528837
08 47	-0.022	4.9896	27.9293	22.0759	2.8083e-01	0.4300	0.623	1461.69	70.760	5.2489	7.528837
08 47	-0.011	4.9898	27.9258	22.0731	2.9304e-01	0.4312	0.626	1461.69	70.781	5.2505	7.528838
08 47	-0.022	4.9903	27.9258	22.0730	2.8083e-01	0.4324	0.626	1461.69	70.745	5.2478	7.528838
08 47	-0.009	4.9898	27.9254	22.0728	2.8083e-01	0.4312	0.623	1461.69	70.762	5.2491	7.528839
08 47	-0.011	4.9900	27.9243	22.0719	2.6862e-01	0.4312	0.619	1461.69	70.777	5.2503	7.528839
08 47	-0.009	4.9904	27.9266	22.0736	2.6862e-01	0.4324	0.619	1461.69	70.798	5.2517	7.528840
08 47	-0.022	4.9910	27.9267	22.0737	2.6862e-01	0.4337	0.626	1461.69	70.763	5.2490	7.528840
08 47	-0.009	4.9912	27.9279	22.0746	2.6862e-01	0.4349	0.634	1461.69	70.780	5.2502	7.528841
08 47	-0.024	4.9912	27.9319	22.0777	2.6862e-01	0.4337	0.634	1461.70	70.795	5.2512	7.528841
08 47	-0.009	4.9914	27.9330	22.0787	2.6862e-01	0.4312	0.626	1461.70	70.816	5.2526	7.528842
08 47	-0.033	4.9914	27.9343	22.0796	2.6862e-01	0.4312	0.615	1461.70	70.833	5.2539	7.528842
08 47	-0.009	4.9910	27.9363	22.0813	2.6862e-01	0.4324	0.612	1461.70	70.857	5.2556	7.528843
08 47	-0.024	4.9903	27.9371	22.0820	2.6862e-01	0.4312	0.612	1461.70	70.823	5.2532	7.528843
08 47	-0.022	4.9896	27.9391	22.0836	2.6862e-01	0.4312	0.615	1461.70	70.841	5.2545	7.528844
08 47	-0.022	4.9888	27.9403	22.0846	2.6862e-01	0.4288	0.615	1461.70	70.864	5.2563	7.528844
08 47	-0.024	4.9882	27.9406	22.0849	2.6862e-01	0.4312	0.615	1461.70	70.822	5.2532	7.528845
08 47	-0.009	4.9881	27.9415	22.0857	2.6862e-01	0.4288	0.612	1461.70	70.839	5.2545	7.528845
08 47	-0.022	4.9873	27.9401	22.0847	2.5641e-01	0.4276	0.608	1461.69	70.854	5.2557	7.528845
08 47	-0.022	4.9870	27.9379	22.0830	2.5641e-01	0.4276	0.608	1461.69	70.811	5.2527	7.528846
08 47	-0.024	4.9866	27.9373	22.0825	2.5641e-01	0.4300	0.608	1461.69	70.881	5.2580	7.528846
08 47	-0.022	4.9866	27.9355	22.0811	2.5641e-01	0.4300	0.612	1461.68	70.849	5.2556	7.528847
08 47	-0.009	4.9864	27.9352	22.0809	2.6862e-01	0.4300	0.615	1461.68	70.867	5.2570	7.528847
08 47	-0.033	4.9865	27.9337	22.0797	2.6862e-01	0.4324	0.619	1461.68	70.882	5.2582	7.528848
08 47	-0.011	4.9884	27.9302	22.0767	2.6862e-01	0.4324	0.615	1461.69	70.902	5.2595	7.528848
08 47	-0.009	4.9903	27.9286	22.0753	2.6862e-01	0.4288	0.612	1461.69	70.855	5.2559	7.528849
08 47	-0.022	4.9917	27.9256	22.0727	2.6862e-01	0.4288	0.608	1461.69	70.868	5.2567	7.528849
08 47	-0.046	4.9926	27.9236	22.0711	2.6862e-01	0.4288	0.604	1461.69	70.814	5.2527	7.528850
08 47	0.027	4.9936	27.9240	22.0713	2.6862e-01	0.4300	0.604	1461.70	70.820	5.2530	7.528850
08 47	-0.009	4.9954	27.9205	22.0683	2.8083e-01	0.4324	0.604	1461.70	70.830	5.2536	7.528851
08 47	-0.009	4.9967	27.9197	22.0676	2.8083e-01	0.4300	0.608	1461.71	70.836	5.2539	7.528851
08 47	0.001	4.9971	27.9217	22.0692	2.9304e-01	0.4288	0.612	1461.71	70.847	5.2546	7.528852
08 47	-0.009	4.9967	27.9211	22.0687	3.0525e-01	0.4263	0.612	1461.71	70.800	5.2512	7.528852
08 47	0.002	4.9964	27.9227	22.0700	3.1746e-01	0.4276	0.615	1461.71	70.803	5.2514	7.528853
08 47	0.002	4.9961	27.9223	22.0697	3.0525e-01	0.4239	0.615	1461.71	70.811	5.2521	7.528853
08 47	-0.011	4.9965	27.9185	22.0667	2.9304e-01	0.4215	0.615	1461.70	70.815	5.2524	7.528854
08 47	0.002	4.9965	27.9190	22.0671	2.8083e-01	0.4239	0.615	1461.71	70.760	5.2484	7.528854
08 47	0.002	4.9962	27.9176	22.0660	2.8083e-01	0.4239	0.615	1461.70	70.764	5.2488	7.528855
08 47	0.002	4.9967	27.9150	22.0639	2.6862e-01	0.4202	0.612	1461.70	70.773	5.2494	7.528855
08 47	0.001	4.9976	27.9141	22.0631	2.5641e-01	0.4166	0.612	1461.70	70.777	5.2497	7.528856
08 47	-0.009	5.0000	27.9097	22.0594	2.5641e-01	0.4178	0.608	1461.71	70.723	5.2455	7.528856
08 47	0.002	5.0029	27.9057	22.0559	2.6862e-01	0.4154	0.608	1461.71	70.727	5.2456	7.528857
08 47	0.001	5.0050	27.9051	22.0552	2.6862e-01	0.4117	0.608	1461.72	70.665	5.2407	7.528857
08 47	0.014	5.0073	27.9015	22.0522	2.6862e-01	0.4105	0.608	1461.73	70.662	5.2403	7.528858
08 47	-0.009	5.0084	27.9014	22.0520	2.8083e-01	0.4068	0.608	1461.73	70.655	5.2396	7.528858
08 47	0.002	5.0093	27.9030	22.0531	2.9304e-01	0.4044	0.604	1461.74	70.589	5.2346	7.528859
08 47	0.001	5.0103	27.9021	22.0524	2.9304e-01	0.4019	0.604	1461.74	70.645	5.2386	7.528859
08 47	0.002	5.0106	27.9037	22.0535	2.9304e-01	0.4031	0.601	1461.74	70.587	5.2343	7.528859
08 47	0.002	5.0107	27.9036	22.0535	2.8083e-01	0.4007	0.597	1461.74	70.589	5.2344	7.528860
08 47	0.002	5.0112	27.9019	22.0521	2.6862e-01	0.3983	0.597	1461.74	70.587	5.2342	7.528860
08 47	0.001	5.0109	27.9035	22.0533	2.6862e-01	0.3983	0.593	1461.75	70.526	5.2297	7.528861
08 47	0.002	5.0109	27.9003	22.0509	2.8083e-01	0.4007	0.593	1461.74	70.524	5.2297	7.528861
08 47	0.002	5.0111	27.8977	22.0488	2.8083e-01	0.4019	0.593	1461.74	70.518	5.2293	7.528862
08 47	-0.035	5.0106	27.8972	22.0484	2.8083e-01	0.4044	0.597	1461.74	70.515	5.2292	7.528862
08 47	0.051	5.0103	27.8957	22.0473	2.9304e-01	0.4019	0.601	1461.73	70.518	5.2295	7.528863
08 47	-0.009	5.0092	27.8963	22.0479	3.1746e-01	0.4019	0.604	1461.73	70.461	5.2254	7.528863
08 47	0.014	5.0084	27.8969	22.0484	3.2967e-01	0.4031	0.608	1461.73	70.455	5.2250	7.528864
08 47	0.001	5.0078	27.8971	22.0486	3.2967e-01	0.4056	0.615	1461.72	70.453	5.2249	7.528864
08 47	0.014	5.0071	27.8984	22.0497	3.1746e-01	0.4044	0.619	1461.72	70.393	5.2205	7.528865
08 47	0.002	5.0067	27.8991	22.0503	2.9304e-01	0.4080	0.623	1461.72	70.391	5.2204	7.528865
08 47	0.002	5.0060	27.8999	22.0510	2.8083e-01	0.4080	0.623	1461.72	70.394	5.2207	7.528866
08 47	0.012	5.0057	27.9017	22.0525	2.6862e-01	0.4117	0.623	1461.72	70.339	5.2165	7.528866
08 47	0.014	5.0062	27.9030	22.0534	2.6862e-01	0.4154	0.626	1461.73	70.334	5.2161	7.528867
08 47	0.002	5.0067	27.9038	22.0540	2.6862e-01	0.4154	0.626	1461.73	70.271	5.2113	7.528867
08 47	0.014	5.0070	27.9052	22.0551	2.6862e-01	0.4154	0.626	1461.73	70.267	5.2110	7.528868
08 47	0.001	5.0070	27.9056	22.0554	2.6862e-01	0.4190	0.634	1461.73	70.259	5.2104	7.528868
08 47	0.014	5.0067	27.9059	22.0557	2.6862e-01	0.4190	0.645	1461.73	70.257	5.2102	7.528869
08 47	0.002	5.0062	27.9065	22.0562	2.5641e-01	0.4178	0.645	1461.73	70.258	5.2103	7.528869
08 47	0.012	5.0056	27.9058	22.0558	2.6862e-01	0.4190	0.634	1461.73	70.255	5.2102	7.528870
08 47	0.002	5.0052	27.9053	22.0554	2.6862e-01	0.4202	0.630	1461.72	70.203	5.2064	7.528870
08 47	0.002	5.0049	27.9051	22.0552	2.6862e-01	0.4215	0.623	1461.72	70.200	5.2063	7.528871
08 47	0.014	5.0046	27.9041	22.0545	2.6862e-01	0.4227	0.626	1461.72	70.203	5.2065	7.528871
08 47	-0.011	5.0043	27.9048	22.0551	2.6862e-01	0.4239	0.630	1461.72	70.210	5.2070	7.528872
08 47	0.002	5.0045	27.9039	22.0544	2.8083e-01	0.4263	0.634	1461.72	70.158	5.2033	7.528872
08 47	0.002	5.0050	27.9029	22.0535	2.8083e-01	0.4276	0.637	1461.72	70.158	5.2032	7.528872
08 47	0.002	5.0054	27.9029	22.0535	2.6862e-01	0.4300	0.637	1461.72	70.161	5.2034	7.528873
08 47	0.001	5.0068	27.9016	22.0523	2.6862e-01	0.4324	0.634	1461.73	70.161	5.2032	7.528873
08 47	-0.009	5.0082	27.9006	22.0514	2.5641e-01	0.4324	0.630	1461.73	70.165	5.2033	7.528874
08 47	-0.009	5.0096	27.9009	22.0515	2.6862e-01	0.4312	0.630	1461.74	70.172	5.2037	7.528874
08 47	-0.009	5.0111	27.9004	22.0509	2.6862e-01	0.4251	0.630	1461.74	70.121	5.1998	7.528875
08 47	0.001	5.0122	27.9014	22.0516	2.6862e-01	0.4178	0.626	1461.75	70.130	5.2002	7.528875
08 47	-0.022	5.0129	27.9023	22.0523	2.6862e-01	0.4154	0.626	1461.75	70.134	5.2004	7.528876
08 47	0.002	5.0134	27.9016	22.0516	2.6862e-01	0.4080	0.619	1461.75	70.079	5.1963	7.528876
08 47	-0.011	5.0133	27.9019	22.0519	2.5641e-01	0.4019	0.619	1461.75	70.146	5.2013	7.528877
08 47	0.002	5.0117	27.9027	22.0527	2.5641e-01	0.3970	0.619	1461.75	70.101	5.1981	7.528877
08 47	-0.022	5.0107	27.9032	22.0532	2.6862e-01	0.3958	0.615	1461.74	70.105	5.1985	7.528878
08 47	-0.009	5.0098	27.9041	22.0539	2.8083e-01	0.3934	0.615	1461.74	70.114	5.1993	7.528878
