DepSM	T090C	Sal00	Sigma-t00	FlSP	WetStar	SeaTurbMtr	SvCM	Sbeox0PS	Sbeox0ML/L	TimeJ
0.218	6.4327	31.6823	24.8789	2.5641e-01	0.4826	1.744	1472.28	85.265	5.9612	8.392535
0.195	6.4339	31.6848	24.8807	2.6862e-01	0.4814	1.407	1472.29	85.264	5.9609	8.392535
0.231	6.4343	31.6875	24.8828	2.4420e-01	0.4814	1.190	1472.29	85.327	5.9651	8.392536
0.195	6.4340	31.6888	24.8839	2.5641e-01	0.4802	1.150	1472.30	85.334	5.9656	8.392536
0.205	6.4328	31.6891	24.8843	2.5641e-01	0.4790	2.007	1472.29	85.341	5.9662	8.392537
0.220	6.4318	31.6895	24.8847	2.4420e-01	0.4741	4.231	1472.29	85.348	5.9668	8.392537
0.207	6.4314	31.6886	24.8840	2.3199e-01	0.4741	5.234	1472.28	85.354	5.9674	8.392538
0.182	6.4306	31.6885	24.8841	2.3199e-01	0.4765	4.495	1472.28	85.360	5.9679	8.392538
0.242	6.4299	31.6885	24.8841	2.3199e-01	0.4790	3.531	1472.28	85.367	5.9685	8.392539
0.207	6.4293	31.6881	24.8839	2.3199e-01	0.4765	3.333	1472.28	85.372	5.9689	8.392539
0.207	6.4288	31.6881	24.8840	2.3199e-01	0.4802	3.352	1472.27	85.315	5.9650	8.392540
0.218	6.4285	31.6880	24.8840	2.1978e-01	0.4826	3.099	1472.27	85.374	5.9692	8.392540
0.231	6.4283	31.6879	24.8839	2.1978e-01	0.4826	2.509	1472.27	85.379	5.9696	8.392541
0.231	6.4283	31.6875	24.8836	2.1978e-01	0.4802	1.978	1472.27	85.384	5.9699	8.392541
0.231	6.4277	31.6875	24.8837	2.3199e-01	0.4778	1.791	1472.27	85.388	5.9703	8.392541
0.229	6.4285	31.6862	24.8825	2.1978e-01	0.4802	1.700	1472.27	85.392	5.9705	8.392542
0.255	6.4285	31.6864	24.8827	2.1978e-01	0.4765	1.857	1472.27	85.396	5.9708	8.392542
0.266	6.4288	31.6863	24.8826	2.1978e-01	0.4765	2.084	1472.27	85.399	5.9710	8.392543
0.255	6.4286	31.6870	24.8831	2.3199e-01	0.4765	1.934	1472.27	85.402	5.9712	8.392543
0.266	6.4274	31.6878	24.8839	2.3199e-01	0.4765	1.586	1472.27	85.466	5.9758	8.392544
0.313	6.4269	31.6869	24.8833	2.3199e-01	0.4741	1.282	1472.27	85.477	5.9766	8.392544
0.291	6.4267	31.6859	24.8825	2.3199e-01	0.4741	1.176	1472.26	85.423	5.9730	8.392545
0.326	6.4266	31.6856	24.8823	2.1978e-01	0.4729	1.187	1472.26	85.425	5.9731	8.392545
0.326	6.4269	31.6854	24.8821	2.3199e-01	0.4741	1.168	1472.26	85.487	5.9774	8.392546
0.360	6.4273	31.6857	24.8823	2.1978e-01	0.4765	1.040	1472.27	85.495	5.9779	8.392546
0.375	6.4271	31.6860	24.8826	2.1978e-01	0.4814	0.938	1472.27	85.503	5.9785	8.392547
0.386	6.4267	31.6861	24.8826	2.1978e-01	0.4814	0.974	1472.27	85.509	5.9790	8.392547
0.411	6.4263	31.6873	24.8837	2.1978e-01	0.4814	1.029	1472.27	85.453	5.9751	8.392548
0.420	6.4274	31.6869	24.8832	2.1978e-01	0.4814	1.073	1472.27	85.513	5.9791	8.392548
0.433	6.4282	31.6869	24.8831	2.3199e-01	0.4790	0.993	1472.27	85.456	5.9750	8.392549
0.446	6.4293	31.6872	24.8832	2.3199e-01	0.4778	0.908	1472.28	85.515	5.9789	8.392549
0.457	6.4309	31.6879	24.8836	2.3199e-01	0.4790	0.857	1472.29	85.518	5.9790	8.392550
