%StNo BotDep	DepSM	Potemp090C	Sal00	Sigma-t00	FlSP	WetStar	SeaTurbMtr	SvCM	Sbeox0PS	Sbeox0ML/L	TimeJ
08 47	0.100	4.9293	29.7818	23.5482	3.0525e-01	0.3616	0.963	1463.80	75.965	5.5736	7.346721
08 47	0.098	4.9382	29.7776	23.5439	2.9304e-01	0.3604	1.040	1463.83	75.974	5.5733	7.346721
08 47	0.100	4.9454	29.7761	23.5420	2.9304e-01	0.3604	1.051	1463.86	75.979	5.5727	7.346722
08 47	0.113	4.9492	29.7766	23.5420	2.9304e-01	0.3616	1.007	1463.87	75.925	5.5682	7.346722
08 47	0.100	4.9483	29.7798	23.5447	2.9304e-01	0.3641	0.993	1463.87	75.929	5.5685	7.346723
08 47	0.111	4.9481	29.7815	23.5460	2.9304e-01	0.3628	1.029	1463.87	75.937	5.5691	7.346723
08 47	0.113	4.9497	29.7798	23.5445	2.8083e-01	0.3653	1.172	1463.88	75.941	5.5692	7.346724
08 47	0.113	4.9516	29.7765	23.5417	2.9304e-01	0.3690	1.667	1463.88	75.885	5.5650	7.346724
08 47	0.122	4.9503	29.7760	23.5414	2.8083e-01	0.3665	2.143	1463.88	75.887	5.5653	7.346725
08 47	0.135	4.9456	29.7798	23.5449	2.8083e-01	0.3677	2.249	1463.86	75.894	5.5663	7.346725
08 47	0.124	4.9374	29.7850	23.5499	2.8083e-01	0.3690	2.066	1463.83	75.896	5.5674	7.346726
08 47	0.124	4.9300	29.7872	23.5523	2.9304e-01	0.3665	1.832	1463.81	75.902	5.5687	7.346726
08 47	0.147	4.9243	29.7860	23.5520	2.9304e-01	0.3653	1.608	1463.78	75.911	5.5702	7.346726
08 47	0.135	4.9193	29.7838	23.5507	2.9304e-01	0.3665	1.458	1463.76	75.915	5.5712	7.346727
08 47	0.148	4.9184	29.7787	23.5469	2.9304e-01	0.3665	1.381	1463.75	75.921	5.5720	7.346727
08 47	0.160	4.9198	29.7733	23.5424	2.9304e-01	0.3665	1.315	1463.75	75.868	5.5681	7.346728
08 47	0.147	4.9220	29.7709	23.5403	2.8083e-01	0.3628	1.249	1463.75	75.872	5.5682	7.346728
08 47	0.148	4.9236	29.7727	23.5415	2.8083e-01	0.3616	1.326	1463.76	75.880	5.5685	7.346729
08 47	0.173	4.9248	29.7748	23.5431	2.8083e-01	0.3616	1.429	1463.77	75.891	5.5691	7.346729
08 47	0.160	4.9256	29.7754	23.5435	2.8083e-01	0.3653	1.454	1463.77	75.897	5.5694	7.346730
08 47	0.171	4.9252	29.7769	23.5447	2.9304e-01	0.3653	1.370	1463.77	75.906	5.5701	7.346730
08 47	0.173	4.9253	29.7767	23.5446	2.9304e-01	0.3628	1.242	1463.78	75.856	5.5664	7.346731
08 47	0.173	4.9253	29.7772	23.5450	2.9304e-01	0.3628	1.136	1463.78	75.926	5.5715	7.346731
08 47	0.173	4.9274	29.7762	23.5440	2.9304e-01	0.3641	1.059	1463.78	75.882	5.5680	7.346732
08 47	0.171	4.9294	29.7750	23.5428	2.9304e-01	0.3616	1.007	1463.79	75.888	5.5682	7.346732
08 47	0.184	4.9311	29.7742	23.5419	2.9304e-01	0.3628	0.978	1463.80	75.896	5.5686	7.346733
08 47	0.160	4.9335	29.7727	23.5406	3.0525e-01	0.3641	0.967	1463.80	75.845	5.5646	7.346733
08 47	0.173	4.9343	29.7734	23.5410	3.1746e-01	0.3604	0.945	1463.81	75.914	5.5695	7.346734
08 47	0.182	4.9331	29.7755	23.5428	3.4188e-01	0.3616	0.930	1463.81	75.861	5.5658	7.346734
08 47	0.173	4.9333	29.7759	23.5431	3.4188e-01	0.3604	0.916	1463.81	75.866	5.5660	7.346735
08 47	0.173	4.9328	29.7767	23.5438	3.4188e-01	0.3604	0.883	1463.81	75.873	5.5666	7.346735
08 47	0.173	4.9330	29.7762	23.5433	3.1746e-01	0.3616	0.872	1463.81	75.821	5.5628	7.346736
08 47	0.158	4.9323	29.7766	23.5437	3.0525e-01	0.3616	0.883	1463.80	75.827	5.5633	7.346736
08 47	0.173	4.9318	29.7763	23.5436	2.9304e-01	0.3616	0.883	1463.80	75.828	5.5635	7.346737
08 47	0.173	4.9302	29.7772	23.5444	2.9304e-01	0.3604	0.857	1463.80	75.832	5.5639	7.346737
08 47	0.160	4.9293	29.7768	23.5442	2.8083e-01	0.3592	0.832	1463.79	75.902	5.5692	7.346738
08 47	0.158	4.9293	29.7762	23.5438	2.8083e-01	0.3616	0.806	1463.79	75.848	5.5653	7.346738
08 47	0.148	4.9291	29.7758	23.5434	2.9304e-01	0.3616	0.773	1463.79	75.852	5.5656	7.346739
08 47	0.160	4.9291	29.7753	23.5431	2.9304e-01	0.3628	0.744	1463.79	75.858	5.5661	7.346739
08 47	0.148	4.9285	29.7755	23.5432	2.9304e-01	0.3653	0.773	1463.79	75.868	5.5668	7.346739
08 47	0.135	4.9271	29.7765	23.5442	2.8083e-01	0.3665	0.861	1463.78	75.817	5.5633	7.346740
08 47	0.148	4.9265	29.7765	23.5442	2.8083e-01	0.3665	0.989	1463.78	75.816	5.5632	7.346740
08 47	0.135	4.9252	29.7770	23.5448	2.8083e-01	0.3665	1.070	1463.77	75.817	5.5635	7.346741
08 47	0.135	4.9230	29.7774	23.5453	2.9304e-01	0.3641	1.033	1463.77	75.812	5.5634	7.346741
08 47	0.122	4.9220	29.7751	23.5436	2.9304e-01	0.3653	0.923	1463.76	75.810	5.5635	7.346742
08 47	0.124	4.9201	29.7736	23.5426	2.9304e-01	0.3641	0.828	1463.75	75.819	5.5644	7.346742
08 47	0.113	4.9173	29.7739	23.5432	2.8083e-01	0.3616	0.769	1463.74	75.759	5.5604	7.346743
08 47	0.122	4.9150	29.7736	23.5431	2.8083e-01	0.3604	0.736	1463.73	75.757	5.5606	7.346743
08 47	0.113	4.9167	29.7691	23.5394	2.9304e-01	0.3616	0.751	1463.73	75.756	5.5605	7.346744
08 47	0.113	4.9190	29.7653	23.5361	2.9304e-01	0.3616	0.824	1463.73	75.759	5.5605	7.346744
08 47	0.124	4.9207	29.7649	23.5357	2.9304e-01	0.3604	0.912	1463.74	75.764	5.5607	7.346745
08 47	0.111	4.9211	29.7676	23.5378	2.9304e-01	0.3592	1.007	1463.75	75.710	5.5565	7.346745
08 47	0.113	4.9206	29.7709	23.5404	2.9304e-01	0.3604	1.073	1463.75	75.704	5.5561	7.346746
08 47	0.100	4.9202	29.7727	23.5419	3.0525e-01	0.3616	1.147	1463.75	75.701	5.5558	7.346746
08 47	0.113	4.9201	29.7730	23.5422	3.0525e-01	0.3604	1.216	1463.75	75.702	5.5559	7.346747
08 47	0.111	4.9209	29.7720	23.5413	3.0525e-01	0.3641	1.205	1463.75	75.704	5.5560	7.346747
08 47	0.113	4.9215	29.7717	23.5410	3.0525e-01	0.3653	1.187	1463.75	75.701	5.5557	7.346748
08 47	0.100	4.9228	29.7716	23.5407	3.0525e-01	0.3653	1.238	1463.76	75.700	5.5554	7.346748
08 47	0.113	4.9230	29.7719	23.5410	3.0525e-01	0.3653	1.385	1463.76	75.702	5.5555	7.346749
08 47	0.111	4.9240	29.7727	23.5415	2.9304e-01	0.3653	1.634	1463.76	75.706	5.5557	7.346749
08 47	0.113	4.9252	29.7730	23.5416	2.9304e-01	0.3641	1.736	1463.77	75.712	5.5560	7.346750
08 47	0.113	4.9256	29.7732	23.5417	2.9304e-01	0.3665	1.722	1463.77	75.658	5.5519	7.346750
08 47	0.113	4.9259	29.7733	23.5418	2.9304e-01	0.3677	1.722	1463.77	75.662	5.5522	7.346751
08 47	0.122	4.9260	29.7731	23.5416	2.9304e-01	0.3690	1.784	1463.77	75.668	5.5526	7.346751
08 47	0.113	4.9256	29.7741	23.5424	2.9304e-01	0.3665	1.956	1463.77	75.668	5.5526	7.346752
08 47	0.135	4.9261	29.7734	23.5418	2.9304e-01	0.3653	1.868	1463.77	75.671	5.5528	7.346752
08 47	0.124	4.9261	29.7732	23.5417	2.9304e-01	0.3653	1.612	1463.77	75.676	5.5532	7.346753
08 47	0.135	4.9264	29.7730	23.5415	2.9304e-01	0.3665	1.451	1463.77	75.684	5.5537	7.346753
08 47	0.135	4.9259	29.7729	23.5415	2.8083e-01	0.3665	1.377	1463.77	75.694	5.5545	7.346753
08 47	0.148	4.9255	29.7720	23.5408	2.8083e-01	0.3665	1.249	1463.77	75.707	5.5555	7.346754
08 47	0.098	4.9252	29.7712	23.5402	2.8083e-01	0.3653	1.106	1463.77	75.650	5.5514	7.346754
08 47	0.184	4.9246	29.7709	23.5400	2.8083e-01	0.3653	1.059	1463.77	75.660	5.5522	7.346755
08 47	0.148	4.9245	29.7709	23.5400	2.8083e-01	0.3653	1.125	1463.76	75.662	5.5525	7.346755
08 47	0.148	4.9241	29.7720	23.5410	2.9304e-01	0.3628	1.201	1463.76	75.668	5.5529	7.346756
08 47	0.147	4.9229	29.7744	23.5429	2.9304e-01	0.3628	1.300	1463.76	75.739	5.5581	7.346756
08 47	0.160	4.9219	29.7763	23.5446	2.8083e-01	0.3665	1.440	1463.76	75.686	5.5543	7.346757
08 47	0.148	4.9223	29.7755	23.5439	2.9304e-01	0.3665	1.608	1463.76	75.698	5.5552	7.346757
08 47	0.148	4.9219	29.7756	23.5440	2.9304e-01	0.3665	1.670	1463.76	75.641	5.5511	7.346758
08 47	0.147	4.9221	29.7738	23.5426	2.9304e-01	0.3653	1.542	1463.76	75.641	5.5511	7.346758
08 47	0.160	4.9222	29.7731	23.5420	2.9304e-01	0.3665	1.359	1463.76	75.643	5.5513	7.346759
08 47	0.148	4.9209	29.7742	23.5430	3.0525e-01	0.3653	1.216	1463.75	75.640	5.5512	7.346759
08 47	0.160	4.9206	29.7735	23.5425	3.0525e-01	0.3653	1.158	1463.75	75.638	5.5511	7.346760
08 47	0.147	4.9203	29.7730	23.5421	3.1746e-01	0.3677	1.179	1463.75	75.638	5.5512	7.346760
08 47	0.148	4.9204	29.7723	23.5415	3.0525e-01	0.3653	1.300	1463.75	75.578	5.5468	7.346761
08 47	0.148	4.9213	29.7712	23.5406	2.9304e-01	0.3616	1.527	1463.75	75.583	5.5471	7.346761
08 47	0.148	4.9219	29.7711	23.5404	2.9304e-01	0.3616	1.905	1463.75	75.582	5.5469	7.346762
08 47	0.171	4.9217	29.7711	23.5405	2.9304e-01	0.3616	2.103	1463.75	75.584	5.5471	7.346762
08 47	0.135	4.9217	29.7705	23.5400	2.9304e-01	0.3628	1.919	1463.75	75.588	5.5474	7.346763
08 47	0.135	4.9212	29.7703	23.5399	2.9304e-01	0.3616	1.667	1463.75	75.595	5.5480	7.346763
08 47	0.135	4.9209	29.7700	23.5397	2.8083e-01	0.3628	1.575	1463.75	75.595	5.5480	7.346764
08 47	0.135	4.9198	29.7706	23.5403	2.8083e-01	0.3628	1.689	1463.74	75.598	5.5484	7.346764
08 47	0.135	4.9173	29.7722	23.5418	2.8083e-01	0.3628	1.744	1463.74	75.540	5.5444	7.346765
08 47	0.148	4.9148	29.7727	23.5425	2.8083e-01	0.3628	1.670	1463.73	75.539	5.5446	7.346765
08 47	0.124	4.9140	29.7715	23.5416	2.8083e-01	0.3616	1.604	1463.72	75.540	5.5449	7.346766
08 47	0.111	4.9148	29.7701	23.5404	2.8083e-01	0.3616	1.564	1463.72	75.543	5.5450	7.346766
08 47	0.124	4.9155	29.7701	23.5403	2.8083e-01	0.3665	1.546	1463.73	75.540	5.5447	7.346766
08 47	0.124	4.9146	29.7709	23.5411	2.8083e-01	0.3677	1.524	1463.72	75.540	5.5448	7.346767
08 47	0.100	4.9107	29.7736	23.5436	2.8083e-01	0.3702	1.509	1463.71	75.479	5.5407	7.346767
08 47	0.122	4.9049	29.7758	23.5459	2.8083e-01	0.3690	1.630	1463.69	75.538	5.5458	7.346768
08 47	0.113	4.9029	29.7732	23.5440	2.9304e-01	0.3653	1.725	1463.68	75.544	5.5466	7.346768
08 47	0.088	4.9026	29.7702	23.5417	2.9304e-01	0.3653	1.692	1463.67	75.480	5.5421	7.346769
08 47	0.100	4.9020	29.7683	23.5403	2.9304e-01	0.3653	1.718	1463.67	75.474	5.5417	7.346769
08 47	0.087	4.9021	29.7661	23.5385	2.9304e-01	0.3690	1.711	1463.66	75.469	5.5414	7.346770
08 47	0.088	4.9028	29.7638	23.5366	2.8083e-01	0.3665	1.835	1463.66	75.466	5.5412	7.346770
08 47	0.100	4.9018	29.7634	23.5364	2.9304e-01	0.3665	1.864	1463.66	75.403	5.5367	7.346771
08 47	0.098	4.8978	29.7645	23.5377	2.9304e-01	0.3641	1.681	1463.65	75.459	5.5414	7.346771
08 47	0.077	4.8968	29.7633	23.5368	2.9304e-01	0.3628	1.476	1463.64	75.400	5.5372	7.346772
08 47	0.088	4.9000	29.7609	23.5346	2.9304e-01	0.3616	1.429	1463.65	75.398	5.5367	7.346772
08 47	0.088	4.9081	29.7584	23.5318	2.9304e-01	0.3616	1.491	1463.68	75.397	5.5357	7.346773
08 47	0.087	4.9137	29.7598	23.5323	2.9304e-01	0.3616	1.520	1463.70	75.399	5.5350	7.346773
08 47	0.100	4.9165	29.7626	23.5343	2.9304e-01	0.3616	1.524	1463.72	75.396	5.5343	7.346774
08 47	0.100	4.9174	29.7666	23.5374	2.9304e-01	0.3628	1.597	1463.73	75.394	5.5339	7.346774
08 47	0.100	4.9184	29.7687	23.5389	2.9304e-01	0.3653	1.744	1463.74	75.395	5.5337	7.346775
08 47	0.098	4.9193	29.7709	23.5406	2.9304e-01	0.3641	1.762	1463.74	75.397	5.5337	7.346775
08 47	0.124	4.9153	29.7738	23.5433	2.8083e-01	0.3641	1.652	1463.73	75.403	5.5346	7.346776
08 47	0.135	4.9113	29.7734	23.5433	2.9304e-01	0.3653	1.502	1463.71	75.411	5.5357	7.346776
08 47	0.135	4.9096	29.7702	23.5410	2.8083e-01	0.3665	1.352	1463.70	75.420	5.5367	7.346777
08 47	0.158	4.9098	29.7672	23.5386	2.8083e-01	0.3641	1.234	1463.70	75.431	5.5376	7.346777
08 47	0.135	4.9116	29.7653	23.5369	2.6862e-01	0.3641	1.172	1463.70	75.443	5.5383	7.346778
08 47	0.148	4.9119	29.7665	23.5379	2.6862e-01	0.3641	1.143	1463.71	75.450	5.5387	7.346778
08 47	0.148	4.9056	29.7718	23.5427	2.6862e-01	0.3665	1.099	1463.69	75.459	5.5400	7.346779
08 47	0.158	4.9014	29.7696	23.5414	2.6862e-01	0.3665	1.132	1463.67	75.470	5.5415	7.346779
08 47	0.208	4.9081	29.7615	23.5343	2.6862e-01	0.3677	1.110	1463.69	75.481	5.5417	7.346780
08 47	0.231	4.9082	29.7667	23.5384	2.6862e-01	0.3665	1.048	1463.69	75.503	5.5431	7.346780
08 47	0.244	4.8959	29.7693	23.5417	2.6862e-01	0.3677	0.967	1463.65	75.521	5.5459	7.346780
08 47	0.278	4.8941	29.7506	23.5270	2.6862e-01	0.3665	0.912	1463.62	75.476	5.5436	7.346781
08 47	0.279	4.9044	29.7358	23.5143	2.6862e-01	0.3653	0.872	1463.64	75.539	5.5474	7.346781
08 47	0.268	4.9304	29.7355	23.5114	2.6862e-01	0.3641	0.846	1463.75	75.485	5.5400	7.346782
08 47	0.315	4.9609	29.7496	23.5195	2.6862e-01	0.3641	0.802	1463.89	75.550	5.5401	7.346782
08 47	0.313	4.9822	29.7711	23.5343	2.6862e-01	0.3641	0.758	1464.01	75.562	5.5374	7.346783
08 47	0.364	4.9965	29.7847	23.5436	2.6862e-01	0.3653	0.729	1464.08	75.577	5.5361	7.346783
08 47	0.375	5.0080	29.7910	23.5474	2.8083e-01	0.3665	0.718	1464.14	75.530	5.5309	7.346784
08 47	0.386	5.0145	29.7969	23.5514	2.6862e-01	0.3677	0.718	1464.17	75.532	5.5300	7.346784
08 47	0.409	5.0179	29.7996	23.5532	2.6862e-01	0.3702	0.703	1464.19	75.536	5.5297	7.346785
08 47	0.410	5.0220	29.7987	23.5520	2.6862e-01	0.3702	0.685	1464.21	75.541	5.5296	7.346785
08 47	0.410	5.0266	29.7987	23.5516	2.6862e-01	0.3690	0.670	1464.23	75.547	5.5294	7.346786
08 47	0.446	5.0314	29.8004	23.5524	2.6862e-01	0.3690	0.667	1464.25	75.555	5.5293	7.346786
08 47	0.444	5.0358	29.8026	23.5537	2.6862e-01	0.3702	0.667	1464.27	75.564	5.5293	7.346787
08 47	0.459	5.0392	29.8036	23.5541	2.8083e-01	0.3702	0.681	1464.28	75.575	5.5296	7.346787
08 47	0.470	5.0365	29.8082	23.5580	2.8083e-01	0.3677	0.722	1464.28	75.588	5.5307	7.346788
08 47	0.482	5.0175	29.8186	23.5683	2.9304e-01	0.3690	0.791	1464.21	75.595	5.5334	7.346788
08 47	0.482	5.0143	29.8115	23.5630	2.9304e-01	0.3677	0.802	1464.19	75.602	5.5346	7.346789
08 47	0.493	5.0249	29.8044	23.5563	2.9304e-01	0.3653	0.762	1464.23	75.608	5.5338	7.346789
08 47	0.517	5.0365	29.8046	23.5552	2.9304e-01	0.3653	0.722	1464.28	75.615	5.5328	7.346790
08 47	0.506	5.0397	29.8086	23.5581	2.9304e-01	0.3665	0.700	1464.29	75.623	5.5329	7.346790
08 47	0.517	5.0419	29.8081	23.5574	2.9304e-01	0.3665	0.685	1464.30	75.633	5.5333	7.346791
08 47	0.540	5.0438	29.8060	23.5555	2.9304e-01	0.3677	0.674	1464.31	75.636	5.5333	7.346791
08 47	0.541	5.0452	29.8043	23.5541	2.9304e-01	0.3690	0.667	1464.31	75.648	5.5341	7.346792
08 47	0.554	5.0422	29.8072	23.5566	2.9304e-01	0.3677	0.667	1464.30	75.661	5.5354	7.346792
08 47	0.566	5.0386	29.8109	23.5600	2.9304e-01	0.3665	0.667	1464.29	75.730	5.5407	7.346793
08 47	0.566	5.0387	29.8106	23.5597	2.9304e-01	0.3641	0.685	1464.29	75.681	5.5372	7.346793
08 47	0.588	5.0394	29.8116	23.5605	2.9304e-01	0.3641	0.700	1464.30	75.688	5.5375	7.346793
08 47	0.601	5.0408	29.8142	23.5624	2.9304e-01	0.3653	0.703	1464.31	75.695	5.5378	7.346794
08 47	0.601	5.0480	29.8115	23.5594	2.9304e-01	0.3653	0.729	1464.33	75.693	5.5368	7.346794
08 47	0.613	5.0510	29.8112	23.5589	2.9304e-01	0.3653	0.762	1464.35	75.701	5.5370	7.346795
08 47	0.626	5.0563	29.8084	23.5562	2.9304e-01	0.3677	0.773	1464.36	75.701	5.5363	7.346795
08 47	0.635	5.0584	29.8047	23.5530	2.9304e-01	0.3677	0.766	1464.37	75.702	5.5362	7.346796
08 47	0.661	5.0539	29.8049	23.5536	2.9304e-01	0.3665	0.758	1464.35	75.703	5.5370	7.346796
08 47	0.661	5.0502	29.8047	23.5539	2.9304e-01	0.3665	0.744	1464.33	75.705	5.5376	7.346797
08 47	0.673	5.0477	29.8042	23.5537	2.9304e-01	0.3665	0.733	1464.32	75.708	5.5381	7.346797
08 47	0.697	5.0426	29.8052	23.5550	2.9304e-01	0.3665	0.725	1464.30	75.711	5.5390	7.346798
08 47	0.695	5.0259	29.8136	23.5634	2.9304e-01	0.3653	0.725	1464.25	75.778	5.5458	7.346798
08 47	0.708	5.0050	29.8174	23.5686	2.8083e-01	0.3616	0.722	1464.17	75.792	5.5495	7.346799
08 47	0.732	4.9871	29.8114	23.5657	2.8083e-01	0.3628	0.714	1464.08	75.743	5.5485	7.346799
08 47	0.732	4.9720	29.8057	23.5627	2.8083e-01	0.3628	0.703	1464.01	75.748	5.5511	7.346800
08 47	0.757	4.9640	29.7996	23.5587	2.9304e-01	0.3641	0.689	1463.97	75.752	5.5527	7.346800
08 47	0.755	4.9655	29.7917	23.5523	2.9304e-01	0.3641	0.678	1463.97	75.755	5.5530	7.346801
08 47	0.781	4.9661	29.7897	23.5506	2.8083e-01	0.3628	0.670	1463.97	75.759	5.5533	7.346801
08 47	0.792	4.9705	29.7882	23.5490	2.8083e-01	0.3641	0.667	1463.99	75.763	5.5530	7.346802
08 47	0.804	4.9771	29.7861	23.5467	2.8083e-01	0.3665	0.663	1464.01	75.829	5.5571	7.346802
08 47	0.817	4.9839	29.7877	23.5472	2.8083e-01	0.3653	0.659	1464.04	75.778	5.5524	7.346803
08 47	0.839	4.9927	29.7903	23.5484	2.8083e-01	0.3641	0.656	1464.08	75.845	5.5560	7.346803
08 47	0.852	5.0004	29.7933	23.5500	2.8083e-01	0.3641	0.652	1464.12	75.794	5.5511	7.346804
08 47	0.852	5.0066	29.7946	23.5504	2.8083e-01	0.3641	0.652	1464.14	75.798	5.5506	7.346804
08 47	0.876	5.0123	29.7952	23.5502	2.6862e-01	0.3628	0.645	1464.17	75.794	5.5495	7.346805
08 47	0.888	5.0130	29.7987	23.5529	2.8083e-01	0.3604	0.641	1464.18	75.800	5.5497	7.346805
08 47	0.899	5.0211	29.8006	23.5536	2.8083e-01	0.3604	0.645	1464.21	75.796	5.5483	7.346806
08 47	0.912	5.0349	29.8014	23.5528	2.6862e-01	0.3604	0.652	1464.27	75.800	5.5467	7.346806
08 47	0.935	5.0447	29.8059	23.5553	2.8083e-01	0.3604	0.663	1464.32	75.867	5.5501	7.346807
08 47	0.923	5.0529	29.8113	23.5588	2.8083e-01	0.3592	0.656	1464.36	75.818	5.5452	7.346807
08 47	0.972	5.0613	29.8158	23.5615	2.8083e-01	0.3592	0.641	1464.40	75.815	5.5437	7.346807
08 47	0.972	5.0671	29.8189	23.5633	2.8083e-01	0.3555	0.634	1464.43	75.812	5.5426	7.346808
08 47	0.982	5.0733	29.8198	23.5634	2.8083e-01	0.3555	0.626	1464.45	75.809	5.5416	7.346808
08 47	0.995	5.0791	29.8218	23.5644	2.8083e-01	0.3592	0.630	1464.48	75.806	5.5405	7.346809
08 47	1.008	5.0848	29.8227	23.5645	2.8083e-01	0.3592	0.634	1464.51	75.804	5.5395	7.346809
08 47	1.030	5.0860	29.8230	23.5646	2.8083e-01	0.3592	0.645	1464.51	75.802	5.5392	7.346810
08 47	1.043	5.0852	29.8192	23.5617	2.8083e-01	0.3628	0.645	1464.50	75.800	5.5393	7.346810
08 47	1.054	5.0808	29.8158	23.5595	2.8083e-01	0.3653	0.634	1464.48	75.799	5.5399	7.346811
08 47	1.066	5.0748	29.8130	23.5578	2.8083e-01	0.3653	0.623	1464.45	75.735	5.5362	7.346811
08 47	1.067	5.0732	29.8137	23.5586	2.9304e-01	0.3628	0.619	1464.45	75.725	5.5357	7.346812
08 47	1.090	5.0750	29.8178	23.5617	2.8083e-01	0.3628	0.619	1464.46	75.778	5.5391	7.346812
08 47	1.103	5.0765	29.8208	23.5639	2.8083e-01	0.3628	0.626	1464.47	75.777	5.5387	7.346813
08 47	1.103	5.0765	29.8225	23.5652	2.8083e-01	0.3628	0.626	1464.47	75.776	5.5386	7.346813
08 47	1.126	5.0756	29.8224	23.5652	2.8083e-01	0.3628	0.626	1464.47	75.775	5.5386	7.346814
08 47	1.137	5.0749	29.8222	23.5651	2.8083e-01	0.3616	0.626	1464.47	75.773	5.5386	7.346814
08 47	1.150	5.0776	29.8207	23.5637	2.9304e-01	0.3628	0.626	1464.48	75.772	5.5382	7.346815
08 47	1.163	5.0806	29.8219	23.5643	2.9304e-01	0.3628	0.630	1464.49	75.708	5.5331	7.346815
08 47	1.163	5.0890	29.8261	23.5667	2.9304e-01	0.3628	0.630	1464.53	75.760	5.5356	7.346816
08 47	1.186	5.0996	29.8354	23.5730	3.0525e-01	0.3628	0.637	1464.59	75.766	5.5343	7.346816
08 47	1.186	5.1046	29.8392	23.5755	2.9304e-01	0.3604	0.652	1464.61	75.764	5.5334	7.346817
08 47	1.198	5.1057	29.8331	23.5706	2.9304e-01	0.3592	0.663	1464.61	75.764	5.5334	7.346817
08 47	1.210	5.1056	29.8232	23.5627	2.9304e-01	0.3580	0.663	1464.59	75.763	5.5338	7.346818
08 47	1.234	5.1007	29.8177	23.5589	2.9304e-01	0.3604	0.648	1464.57	75.701	5.5301	7.346818
08 47	1.234	5.0934	29.8153	23.5577	2.9304e-01	0.3616	0.641	1464.54	75.756	5.5351	7.346819
08 47	1.245	5.0869	29.8156	23.5587	2.8083e-01	0.3592	0.634	1464.51	75.757	5.5361	7.346819
08 47	1.258	5.0811	29.8195	23.5624	2.8083e-01	0.3580	0.634	1464.49	75.757	5.5367	7.346820
08 47	1.281	5.0789	29.8264	23.5680	2.9304e-01	0.3592	0.634	1464.49	75.758	5.5368	7.346820
08 47	1.281	5.0879	29.8269	23.5675	2.8083e-01	0.3567	0.626	1464.53	75.756	5.5354	7.346821
08 47	1.292	5.0981	29.8219	23.5625	2.9304e-01	0.3567	0.619	1464.56	75.754	5.5341	7.346821
08 47	1.305	5.1024	29.8178	23.5588	2.8083e-01	0.3580	0.615	1464.58	75.753	5.5337	7.346821
08 47	1.317	5.1012	29.8169	23.5582	2.9304e-01	0.3543	0.608	1464.57	75.762	5.5345	7.346822
08 47	1.330	5.0977	29.8167	23.5584	2.8083e-01	0.3555	0.612	1464.56	75.708	5.5311	7.346822
08 47	1.341	5.1000	29.8202	23.5609	2.9304e-01	0.3555	0.612	1464.57	75.763	5.5346	7.346823
08 47	1.365	5.1071	29.8298	23.5678	2.9304e-01	0.3555	0.615	1464.61	75.763	5.5333	7.346823
08 47	1.365	5.1185	29.8337	23.5697	2.9304e-01	0.3543	0.619	1464.66	75.762	5.5316	7.346824
08 47	1.388	5.1316	29.8330	23.5678	2.8083e-01	0.3506	0.630	1464.72	75.761	5.5298	7.346824
08 47	1.401	5.1424	29.8319	23.5658	2.8083e-01	0.3506	0.641	1464.76	75.698	5.5238	7.346825
08 47	1.412	5.1487	29.8319	23.5651	2.8083e-01	0.3506	0.626	1464.79	75.690	5.5224	7.346825
08 47	1.425	5.1528	29.8355	23.5675	2.6862e-01	0.3519	0.608	1464.81	75.691	5.5218	7.346826
08 47	1.436	5.1617	29.8410	23.5709	2.6862e-01	0.3519	0.590	1464.85	75.684	5.5199	7.346826
08 47	1.461	5.1715	29.8430	23.5715	2.6862e-01	0.3531	0.582	1464.90	75.748	5.5232	7.346827
08 47	1.485	5.1768	29.8410	23.5694	2.8083e-01	0.3519	0.582	1464.91	75.750	5.5227	7.346827
08 47	1.485	5.1740	29.8412	23.5698	2.8083e-01	0.3494	0.579	1464.90	75.753	5.5233	7.346828
08 47	1.508	5.1642	29.8425	23.5719	2.6862e-01	0.3470	0.586	1464.87	75.758	5.5249	7.346828
08 47	1.532	5.1515	29.8454	23.5755	2.6862e-01	0.3470	0.648	1464.82	75.762	5.5268	7.346829
08 47	1.532	5.1381	29.8490	23.5797	2.6862e-01	0.3482	0.659	1464.77	75.704	5.5242	7.346829
08 47	1.567	5.1269	29.8506	23.5822	2.6862e-01	0.3470	0.630	1464.72	75.701	5.5254	7.346830
08 47	1.580	5.1170	29.8531	23.5852	2.6862e-01	0.3470	0.604	1464.69	75.707	5.5270	7.346830
08 47	1.592	5.1105	29.8557	23.5880	2.6862e-01	0.3445	0.586	1464.66	75.766	5.5321	7.346831
08 47	1.616	5.1057	29.8587	23.5908	2.8083e-01	0.3433	0.579	1464.65	75.771	5.5330	7.346831
08 47	1.640	5.1023	29.8610	23.5930	2.6862e-01	0.3421	0.571	1464.64	75.776	5.5338	7.346832
08 47	1.640	5.0980	29.8626	23.5947	2.8083e-01	0.3409	0.564	1464.62	75.781	5.5346	7.346832
08 47	1.674	5.0947	29.8633	23.5956	2.6862e-01	0.3445	0.564	1464.61	75.786	5.5354	7.346833
08 47	1.687	5.0929	29.8643	23.5966	2.6862e-01	0.3470	0.560	1464.60	75.790	5.5359	7.346833
08 47	1.699	5.0925	29.8649	23.5971	2.6862e-01	0.3470	0.560	1464.60	75.794	5.5362	7.346834
